-4.00, 	 9, 	 314, 	 30
-3.99, 	 90, 	 1190, 	 183
-3.98, 	 181, 	 1690, 	 240
-3.97, 	 264, 	 2138, 	 296
-3.96, 	 322, 	 2443, 	 367
-3.95, 	 450, 	 2730, 	 387
-3.94, 	 516, 	 2919, 	 467
-3.93, 	 603, 	 3289, 	 472
-3.92, 	 643, 	 3439, 	 492
-3.91, 	 741, 	 3702, 	 548
-3.90, 	 872, 	 3909, 	 617
-3.89, 	 1031, 	 4118, 	 921
-3.88, 	 1023, 	 4143, 	 1136
-3.87, 	 1129, 	 4363, 	 1227
-3.86, 	 1246, 	 4654, 	 1375
-3.85, 	 1337, 	 4793, 	 1515
-3.84, 	 1407, 	 4975, 	 1588
-3.83, 	 1505, 	 5071, 	 1625
-3.82, 	 1613, 	 5181, 	 1788
-3.81, 	 1708, 	 5383, 	 1799
-3.80, 	 1786, 	 5666, 	 1947
-3.79, 	 1893, 	 5619, 	 2016
-3.78, 	 1970, 	 5898, 	 2132
-3.77, 	 2130, 	 5923, 	 2146
-3.76, 	 2183, 	 6198, 	 2258
-3.75, 	 2179, 	 6448, 	 2239
-3.74, 	 2474, 	 6474, 	 2421
-3.73, 	 2489, 	 6799, 	 2530
-3.72, 	 2485, 	 6783, 	 2473
-3.71, 	 2678, 	 6762, 	 2618
-3.70, 	 2723, 	 6909, 	 2633
-3.69, 	 2849, 	 7133, 	 2661
-3.68, 	 2945, 	 7228, 	 2797
-3.67, 	 3095, 	 7368, 	 2871
-3.66, 	 3172, 	 7467, 	 2914
-3.65, 	 3193, 	 7659, 	 2960
-3.64, 	 3333, 	 7569, 	 3028
-3.63, 	 3436, 	 7812, 	 3087
-3.62, 	 3500, 	 8025, 	 3108
-3.61, 	 3670, 	 7981, 	 3337
-3.60, 	 3810, 	 8317, 	 3552
-3.59, 	 3849, 	 8306, 	 3806
-3.58, 	 3988, 	 8430, 	 4034
-3.57, 	 4148, 	 8653, 	 4212
-3.56, 	 4202, 	 8707, 	 4344
-3.55, 	 4236, 	 8640, 	 4439
-3.54, 	 4340, 	 8993, 	 4594
-3.53, 	 4518, 	 9002, 	 4712
-3.52, 	 4613, 	 9155, 	 4741
-3.51, 	 4634, 	 9192, 	 5062
-3.50, 	 4906, 	 9371, 	 5058
-3.49, 	 5115, 	 9175, 	 5197
-3.48, 	 4969, 	 9590, 	 5255
-3.47, 	 5241, 	 9650, 	 5448
-3.46, 	 5171, 	 9584, 	 5593
-3.45, 	 5426, 	 9967, 	 5805
-3.44, 	 5509, 	 10226, 	 5873
-3.43, 	 5561, 	 10114, 	 5909
-3.42, 	 5685, 	 10292, 	 5953
-3.41, 	 5974, 	 10380, 	 5896
-3.40, 	 6124, 	 10376, 	 6064
-3.39, 	 6191, 	 10800, 	 6191
-3.38, 	 6196, 	 10473, 	 6331
-3.37, 	 6286, 	 10810, 	 6297
-3.36, 	 6538, 	 10865, 	 6649
-3.35, 	 6565, 	 11089, 	 6780
-3.34, 	 6850, 	 11077, 	 6577
-3.33, 	 6671, 	 11340, 	 6893
-3.32, 	 7030, 	 11449, 	 6976
-3.31, 	 7134, 	 11494, 	 6930
-3.30, 	 7168, 	 11534, 	 7126
-3.29, 	 7362, 	 11919, 	 7176
-3.28, 	 7522, 	 11805, 	 7186
-3.27, 	 7566, 	 11849, 	 7277
-3.26, 	 7734, 	 12112, 	 7502
-3.25, 	 7879, 	 12161, 	 7517
-3.24, 	 8105, 	 12026, 	 7848
-3.23, 	 8209, 	 12431, 	 7770
-3.22, 	 8156, 	 12479, 	 7879
-3.21, 	 8387, 	 12511, 	 8090
-3.20, 	 8548, 	 12608, 	 8110
-3.19, 	 8507, 	 12725, 	 8015
-3.18, 	 8820, 	 12926, 	 8168
-3.17, 	 8851, 	 12860, 	 8284
-3.16, 	 9228, 	 13026, 	 8536
-3.15, 	 9209, 	 13086, 	 8925
-3.14, 	 9357, 	 13294, 	 9235
-3.13, 	 9254, 	 13568, 	 9455
-3.12, 	 9593, 	 13438, 	 9525
-3.11, 	 9803, 	 13653, 	 9790
-3.10, 	 9702, 	 13796, 	 10102
-3.09, 	 10018, 	 13663, 	 10174
-3.08, 	 10173, 	 13875, 	 10536
-3.07, 	 10476, 	 14061, 	 10728
-3.06, 	 10497, 	 14248, 	 10633
-3.05, 	 10561, 	 14281, 	 10806
-3.04, 	 10757, 	 14429, 	 11229
-3.03, 	 10896, 	 14524, 	 11274
-3.02, 	 11085, 	 14675, 	 11355
-3.01, 	 11140, 	 14516, 	 11472
-3.00, 	 11338, 	 14902, 	 11660
-2.99, 	 11488, 	 15154, 	 12030
-2.98, 	 11747, 	 14865, 	 12048
-2.97, 	 11871, 	 15170, 	 12169
-2.96, 	 12094, 	 15126, 	 12382
-2.95, 	 12184, 	 15329, 	 12352
-2.94, 	 12195, 	 15416, 	 12716
-2.93, 	 12591, 	 15768, 	 12648
-2.92, 	 12562, 	 15635, 	 13008
-2.91, 	 12870, 	 15841, 	 13031
-2.90, 	 12834, 	 16010, 	 13159
-2.89, 	 13107, 	 15935, 	 13257
-2.88, 	 13377, 	 16113, 	 13379
-2.87, 	 13479, 	 16291, 	 13662
-2.86, 	 13454, 	 16288, 	 13838
-2.85, 	 13661, 	 16367, 	 13797
-2.84, 	 13782, 	 16659, 	 13958
-2.83, 	 13965, 	 16557, 	 14247
-2.82, 	 14183, 	 16858, 	 14312
-2.81, 	 14444, 	 16968, 	 14394
-2.80, 	 14649, 	 17020, 	 14352
-2.79, 	 14714, 	 17207, 	 14741
-2.78, 	 15072, 	 17125, 	 15128
-2.77, 	 15000, 	 17379, 	 14991
-2.76, 	 15255, 	 17427, 	 15128
-2.75, 	 15278, 	 17753, 	 15598
-2.74, 	 15732, 	 17744, 	 15611
-2.73, 	 15930, 	 17944, 	 15557
-2.72, 	 16198, 	 17947, 	 15831
-2.71, 	 16234, 	 18230, 	 15962
-2.70, 	 16556, 	 18194, 	 16018
-2.69, 	 16773, 	 18336, 	 16346
-2.68, 	 16786, 	 18216, 	 16630
-2.67, 	 16912, 	 18648, 	 16864
-2.66, 	 17429, 	 18623, 	 16860
-2.65, 	 17671, 	 18766, 	 16795
-2.64, 	 17727, 	 18791, 	 17131
-2.63, 	 17770, 	 18892, 	 17348
-2.62, 	 18269, 	 19489, 	 17304
-2.61, 	 18389, 	 19075, 	 17315
-2.60, 	 18589, 	 19458, 	 18058
-2.59, 	 18760, 	 19672, 	 18452
-2.58, 	 18793, 	 19614, 	 18651
-2.57, 	 19112, 	 19979, 	 19016
-2.56, 	 19482, 	 19861, 	 19493
-2.55, 	 19936, 	 20089, 	 19657
-2.54, 	 19771, 	 20026, 	 20081
-2.53, 	 19852, 	 20363, 	 20038
-2.52, 	 20250, 	 20195, 	 20510
-2.51, 	 20484, 	 20534, 	 21037
-2.50, 	 20682, 	 20547, 	 20938
-2.49, 	 20761, 	 20669, 	 21562
-2.48, 	 20907, 	 20911, 	 21566
-2.47, 	 21841, 	 20903, 	 21905
-2.46, 	 21707, 	 21007, 	 21845
-2.45, 	 21899, 	 21347, 	 22457
-2.44, 	 22024, 	 21560, 	 22617
-2.43, 	 22425, 	 21556, 	 22982
-2.42, 	 22493, 	 21660, 	 23111
-2.41, 	 23054, 	 21643, 	 23254
-2.40, 	 23250, 	 21971, 	 23924
-2.39, 	 23374, 	 22389, 	 23479
-2.38, 	 23807, 	 22207, 	 23931
-2.37, 	 23697, 	 22248, 	 24085
-2.36, 	 24156, 	 22427, 	 24462
-2.35, 	 24572, 	 22724, 	 24588
-2.34, 	 25021, 	 22661, 	 25149
-2.33, 	 24948, 	 23024, 	 25367
-2.32, 	 25380, 	 23058, 	 25721
-2.31, 	 25587, 	 23032, 	 25998
-2.30, 	 25981, 	 23178, 	 26196
-2.29, 	 26136, 	 23347, 	 26492
-2.28, 	 26356, 	 23517, 	 26780
-2.27, 	 26852, 	 23771, 	 27004
-2.26, 	 26953, 	 23702, 	 27198
-2.25, 	 27219, 	 23842, 	 27539
-2.24, 	 27734, 	 24005, 	 27795
-2.23, 	 28180, 	 24214, 	 28238
-2.22, 	 28472, 	 24465, 	 28010
-2.21, 	 28935, 	 24441, 	 28755
-2.20, 	 29200, 	 24694, 	 28787
-2.19, 	 29395, 	 24586, 	 28859
-2.18, 	 29883, 	 24809, 	 29307
-2.17, 	 30177, 	 24998, 	 29524
-2.16, 	 30247, 	 25290, 	 29851
-2.15, 	 30595, 	 25362, 	 30109
-2.14, 	 31324, 	 25280, 	 30743
-2.13, 	 31717, 	 25376, 	 30723
-2.12, 	 32080, 	 25800, 	 31335
-2.11, 	 32481, 	 25932, 	 31740
-2.10, 	 32728, 	 25829, 	 32076
-2.09, 	 33391, 	 26616, 	 33087
-2.08, 	 33811, 	 26500, 	 33614
-2.07, 	 34161, 	 26575, 	 34617
-2.06, 	 34176, 	 26506, 	 34785
-2.05, 	 34851, 	 26614, 	 35398
-2.04, 	 35701, 	 26853, 	 35931
-2.03, 	 36027, 	 27263, 	 36420
-2.02, 	 37037, 	 27394, 	 36897
-2.01, 	 37248, 	 27383, 	 37546
-2.00, 	 38165, 	 27842, 	 38312
-1.99, 	 39067, 	 27678, 	 38723
-1.98, 	 39457, 	 27533, 	 39540
-1.97, 	 40019, 	 28207, 	 40437
-1.96, 	 40930, 	 28460, 	 41331
-1.95, 	 40863, 	 28648, 	 41974
-1.94, 	 41416, 	 28858, 	 42656
