score,cdf_pred,cdf_real,metakey,metaval
32.1,0.018,0.152,,
32.278,0.019,0.153,,
32.421,0.019,0.154,,
32.58,0.019,0.155,,
32.716,0.019,0.156,,
32.887,0.02,0.157,,
33.059,0.02,0.158,,
33.23,0.02,0.159,,
33.353,0.021,0.16,,
33.519,0.021,0.161,,
33.721,0.021,0.162,,
33.903,0.022,0.163,,
34.047,0.022,0.164,,
34.201,0.022,0.165,,
34.331,0.023,0.166,,
34.47,0.023,0.167,,
34.596,0.023,0.168,,
34.711,0.024,0.169,,
34.918,0.024,0.17,,
35.037,0.024,0.171,,
35.214,0.025,0.172,,
35.324,0.025,0.173,,
35.465,0.025,0.174,,
35.608,0.026,0.175,,
35.796,0.026,0.176,,
35.88,0.026,0.177,,
36.047,0.027,0.178,,
36.18,0.027,0.179,,
36.317,0.027,0.18,,
36.457,0.028,0.181,,
36.658,0.028,0.182,,
36.837,0.029,0.183,,
37.083,0.03,0.184,,
37.199,0.03,0.185,,
37.316,0.03,0.186,,
37.471,0.031,0.187,,
37.651,0.031,0.188,,
37.794,0.032,0.189,,
37.93,0.032,0.189,,
38.028,0.032,0.19,,
38.166,0.033,0.191,,
38.274,0.033,0.192,,
38.397,0.033,0.193,,
38.517,0.034,0.194,,
38.626,0.034,0.195,,
38.744,0.034,0.196,,
38.893,0.035,0.197,,
39.036,0.035,0.198,,
39.198,0.036,0.199,,
39.316,0.036,0.2,,
39.452,0.037,0.201,,
39.584,0.037,0.202,,
39.72,0.038,0.203,,
39.827,0.038,0.204,,
39.958,0.038,0.205,,
40.08,0.039,0.206,,
40.265,0.039,0.207,,
40.386,0.04,0.208,,
40.525,0.04,0.209,,
40.662,0.041,0.21,,
40.785,0.041,0.211,,
40.927,0.042,0.212,,
41.073,0.042,0.213,,
41.26,0.043,0.214,,
41.363,0.043,0.215,,
41.526,0.044,0.216,,
41.651,0.045,0.217,,
41.804,0.045,0.218,,
41.94,0.046,0.219,,
42.041,0.046,0.22,,
42.182,0.047,0.221,,
42.303,0.047,0.222,,
42.457,0.048,0.223,,
42.589,0.048,0.224,,
42.709,0.049,0.225,,
42.82,0.049,0.226,,
42.923,0.05,0.227,,
43.043,0.05,0.228,,
43.164,0.051,0.229,,
43.299,0.051,0.23,,
43.431,0.052,0.23,,
43.547,0.052,0.231,,
43.659,0.053,0.232,,
43.761,0.053,0.233,,
43.879,0.054,0.234,,
44.021,0.055,0.235,,
44.147,0.055,0.236,,
44.281,0.056,0.237,,
44.436,0.056,0.238,,
44.534,0.057,0.239,,
44.65,0.057,0.24,,
44.805,0.058,0.241,,
44.922,0.059,0.242,,
45.042,0.059,0.243,,
45.184,0.06,0.244,,
45.339,0.061,0.245,,
45.443,0.061,0.246,,
45.592,0.062,0.247,,
45.741,0.063,0.248,,
45.889,0.064,0.249,,
46.101,0.065,0.25,,
46.218,0.065,0.251,,
46.377,0.066,0.252,,
46.518,0.067,0.253,,
46.624,0.067,0.254,,
46.755,0.068,0.255,,
46.883,0.069,0.256,,
47.011,0.069,0.257,,
47.181,0.07,0.258,,
47.323,0.071,0.259,,
47.46,0.072,0.26,,
47.576,0.073,0.261,,
47.667,0.073,0.262,,
47.805,0.074,0.263,,
47.895,0.074,0.264,,
47.997,0.075,0.265,,
48.1,0.076,0.266,,
48.269,0.077,0.267,,
48.358,0.077,0.268,,
48.523,0.078,0.269,,
48.651,0.079,0.27,,
48.768,0.08,0.271,,
48.859,0.08,0.272,,
48.964,0.081,0.272,,
49.084,0.082,0.273,,
49.206,0.082,0.274,,
49.313,0.083,0.275,,
49.417,0.084,0.276,,
49.601,0.085,0.277,,
49.682,0.085,0.278,,
49.841,0.086,0.279,,
49.946,0.087,0.28,,
50.096,0.088,0.281,,
50.228,0.089,0.282,,
50.341,0.09,0.283,,
50.512,0.091,0.284,,
50.7,0.092,0.285,,
50.832,0.093,0.286,,
50.976,0.094,0.287,,
51.132,0.095,0.288,,
51.232,0.096,0.289,,
51.366,0.097,0.29,,
51.48,0.097,0.291,,
51.611,0.098,0.292,,
51.739,0.099,0.293,,
51.88,0.1,0.294,,
52.012,0.101,0.295,,
52.143,0.102,0.296,,
52.269,0.103,0.297,,
52.395,0.104,0.298,,
52.554,0.105,0.299,,
52.656,0.106,0.3,,
52.792,0.107,0.301,,
52.877,0.108,0.302,,
53.004,0.109,0.303,,
53.161,0.11,0.304,,
53.273,0.111,0.305,,
53.417,0.112,0.306,,
53.496,0.113,0.307,,
53.63,0.114,0.308,,
53.787,0.115,0.309,,
53.902,0.116,0.31,,
54.031,0.117,0.311,,
54.171,0.118,0.312,,
54.313,0.119,0.313,,
54.446,0.12,0.314,,
54.542,0.121,0.314,,
54.674,0.122,0.315,,
54.823,0.123,0.316,,
54.958,0.124,0.317,,
55.098,0.126,0.318,,
55.221,0.127,0.319,,
55.341,0.128,0.32,,
55.439,0.129,0.321,,
55.546,0.129,0.322,,
55.665,0.13,0.323,,
55.789,0.132,0.324,,
55.884,0.132,0.325,,
56.015,0.134,0.326,,
56.125,0.135,0.327,,
56.25,0.136,0.328,,
56.392,0.137,0.329,,
56.516,0.138,0.33,,
56.622,0.139,0.331,,
56.746,0.14,0.332,,
56.853,0.141,0.333,,
56.97,0.142,0.334,,
57.091,0.143,0.335,,
57.217,0.144,0.336,,
57.347,0.146,0.337,,
57.489,0.147,0.338,,
57.594,0.148,0.339,,
57.698,0.149,0.34,,
57.789,0.15,0.341,,
57.909,0.151,0.342,,
58.023,0.152,0.343,,
58.14,0.153,0.344,,
58.233,0.154,0.345,,
58.39,0.156,0.346,,
58.524,0.157,0.347,,
58.631,0.158,0.348,,
58.752,0.159,0.349,,
58.862,0.16,0.35,,
58.965,0.161,0.351,,
59.068,0.162,0.352,,
59.177,0.164,0.353,,
59.298,0.165,0.354,,
59.433,0.166,0.355,,
59.554,0.167,0.355,,
59.658,0.169,0.356,,
59.79,0.17,0.357,,
59.884,0.171,0.358,,
59.978,0.172,0.359,,
60.127,0.173,0.36,,
60.302,0.175,0.361,,
60.4,0.176,0.362,,
60.509,0.177,0.363,,
60.619,0.179,0.364,,
60.767,0.18,0.365,,
60.861,0.181,0.366,,
60.985,0.183,0.367,,
61.085,0.184,0.368,,
61.178,0.185,0.369,,
61.327,0.186,0.37,,
61.444,0.188,0.371,,
61.511,0.188,0.372,,
61.608,0.189,0.373,,
61.728,0.191,0.374,,
61.847,0.192,0.375,,
61.98,0.194,0.376,,
62.1,0.195,0.377,,
62.21,0.196,0.378,,
62.331,0.198,0.379,,
62.46,0.199,0.38,,
62.58,0.2,0.381,,
62.696,0.202,0.382,,
62.798,0.203,0.383,,
62.913,0.204,0.384,,
63.024,0.206,0.385,,
63.124,0.207,0.386,,
63.271,0.209,0.387,,
63.357,0.21,0.388,,
63.48,0.211,0.389,,
63.589,0.212,0.39,,
63.716,0.214,0.391,,
63.824,0.215,0.392,,
63.957,0.217,0.393,,
64.087,0.218,0.394,,
64.208,0.22,0.395,,
64.301,0.221,0.396,,
64.449,0.223,0.397,,
64.534,0.224,0.397,,
64.652,0.225,0.398,,
64.777,0.227,0.399,,
64.893,0.228,0.4,,
64.991,0.229,0.401,,
65.116,0.231,0.402,,
65.201,0.232,0.403,,
65.308,0.233,0.404,,
65.453,0.235,0.405,,
65.543,0.236,0.406,,
65.655,0.238,0.407,,
65.767,0.239,0.408,,
65.866,0.24,0.409,,
65.973,0.242,0.41,,
66.115,0.244,0.411,,
66.211,0.245,0.412,,
66.334,0.246,0.413,,
66.419,0.248,0.414,,
66.548,0.249,0.415,,
66.689,0.251,0.416,,
66.811,0.253,0.417,,
66.944,0.254,0.418,,
67.041,0.256,0.419,,
67.127,0.257,0.42,,
67.261,0.259,0.421,,
67.362,0.26,0.422,,
67.465,0.261,0.423,,
67.571,0.263,0.424,,
67.675,0.264,0.425,,
67.78,0.266,0.426,,
67.895,0.267,0.427,,
67.993,0.268,0.428,,
68.078,0.27,0.429,,
68.247,0.272,0.43,,
68.354,0.273,0.431,,
68.449,0.275,0.432,,
68.574,0.276,0.433,,
68.666,0.278,0.434,,
68.751,0.279,0.435,,
68.885,0.281,0.436,,
69.021,0.283,0.437,,
69.125,0.284,0.438,,
69.278,0.286,0.439,,
69.441,0.288,0.439,,
69.558,0.29,0.44,,
69.659,0.291,0.441,,
69.758,0.293,0.442,,
69.874,0.295,0.443,,
70.029,0.297,0.444,,
70.135,0.298,0.445,,
70.265,0.3,0.446,,
70.376,0.302,0.447,,
70.48,0.303,0.448,,
70.581,0.305,0.449,,
70.749,0.307,0.45,,
70.877,0.309,0.451,,
70.956,0.31,0.452,,
71.087,0.312,0.453,,
71.208,0.314,0.454,,
71.322,0.315,0.455,,
71.393,0.316,0.456,,
71.485,0.318,0.457,,
71.599,0.319,0.458,,
71.712,0.321,0.459,,
71.803,0.322,0.46,,
71.931,0.324,0.461,,
72.064,0.326,0.462,,
72.237,0.329,0.463,,
72.352,0.331,0.464,,
72.481,0.332,0.465,,
72.599,0.334,0.466,,
72.69,0.336,0.467,,
72.806,0.337,0.468,,
72.949,0.34,0.469,,
73.071,0.341,0.47,,
73.175,0.343,0.471,,
73.29,0.345,0.472,,
73.408,0.346,0.473,,
73.515,0.348,0.474,,
73.638,0.35,0.475,,
73.741,0.351,0.476,,
73.857,0.353,0.477,,
73.96,0.355,0.478,,
74.085,0.357,0.479,,
74.213,0.359,0.48,,
74.299,0.36,0.48,,
74.402,0.362,0.481,,
74.524,0.364,0.482,,
74.654,0.366,0.483,,
74.788,0.368,0.484,,
74.899,0.369,0.485,,
75.008,0.371,0.486,,
75.14,0.373,0.487,,
75.242,0.375,0.488,,
75.364,0.377,0.489,,
75.494,0.379,0.49,,
75.599,0.38,0.491,,
75.697,0.382,0.492,,
75.817,0.384,0.493,,
75.913,0.385,0.494,,
76.031,0.387,0.495,,
76.139,0.389,0.496,,
76.251,0.39,0.497,,
76.361,0.392,0.498,,
76.486,0.394,0.499,,
76.591,0.396,0.5,,
76.739,0.398,0.501,,
76.908,0.401,0.502,,
76.997,0.402,0.503,,
77.137,0.404,0.504,,
77.323,0.407,0.505,,
77.41,0.409,0.506,,
77.5,0.41,0.507,,
77.634,0.412,0.508,,
77.761,0.414,0.509,,
77.863,0.416,0.51,,
77.984,0.418,0.511,,
78.086,0.42,0.512,,
78.207,0.422,0.513,,
78.342,0.424,0.514,,
78.475,0.426,0.515,,
78.578,0.428,0.516,,
78.736,0.43,0.517,,
78.827,0.432,0.518,,
78.995,0.434,0.519,,
79.152,0.437,0.52,,
79.324,0.44,0.521,,
79.483,0.442,0.522,,
79.58,0.444,0.522,,
79.72,0.446,0.523,,
79.806,0.447,0.524,,
79.961,0.45,0.525,,
80.058,0.452,0.526,,
80.229,0.454,0.527,,
80.327,0.456,0.528,,
80.44,0.458,0.529,,
80.528,0.459,0.53,,
80.667,0.461,0.531,,
80.737,0.463,0.532,,
80.881,0.465,0.533,,
81.031,0.467,0.534,,
81.169,0.47,0.535,,
81.268,0.471,0.536,,
81.455,0.474,0.537,,
81.556,0.476,0.538,,
81.693,0.478,0.539,,
81.789,0.48,0.54,,
81.942,0.482,0.541,,
82.054,0.484,0.542,,
82.201,0.487,0.543,,
82.34,0.489,0.544,,
82.429,0.49,0.545,,
82.575,0.493,0.546,,
82.697,0.495,0.547,,
82.802,0.496,0.548,,
82.888,0.498,0.549,,
83.015,0.5,0.55,,
83.16,0.502,0.551,,
83.27,0.504,0.552,,
83.404,0.506,0.553,,
83.495,0.508,0.554,,
83.596,0.509,0.555,,
83.732,0.512,0.556,,
83.842,0.513,0.557,,
83.981,0.516,0.558,,
84.087,0.518,0.559,,
84.186,0.519,0.56,,
84.281,0.521,0.561,,
84.414,0.523,0.562,,
84.561,0.525,0.563,,
84.75,0.528,0.564,,
84.882,0.53,0.564,,
85.001,0.532,0.565,,
85.118,0.534,0.566,,
85.236,0.536,0.567,,
85.359,0.538,0.568,,
85.496,0.541,0.569,,
85.587,0.542,0.57,,
85.707,0.544,0.571,,
85.829,0.546,0.572,,
85.984,0.548,0.573,,
86.154,0.551,0.574,,
86.268,0.553,0.575,,
86.408,0.555,0.576,,
86.493,0.557,0.577,,
86.611,0.559,0.578,,
86.707,0.56,0.579,,
86.838,0.562,0.58,,
86.966,0.564,0.581,,
87.051,0.566,0.582,,
87.182,0.568,0.583,,
87.294,0.57,0.584,,
87.395,0.571,0.585,,
87.551,0.574,0.586,,
87.655,0.576,0.587,,
87.797,0.578,0.588,,
87.945,0.58,0.589,,
88.077,0.582,0.59,,
88.242,0.585,0.591,,
88.345,0.587,0.592,,
88.473,0.589,0.593,,
88.612,0.591,0.594,,
88.777,0.594,0.595,,
88.892,0.595,0.596,,
89.061,0.598,0.597,,
89.178,0.6,0.598,,
89.297,0.602,0.599,,
89.452,0.604,0.6,,
89.614,0.607,0.601,,
89.766,0.609,0.602,,
89.888,0.611,0.603,,
90.032,0.613,0.604,,
90.185,0.616,0.605,,
90.354,0.618,0.605,,
90.539,0.621,0.606,,
90.681,0.624,0.607,,
90.821,0.626,0.608,,
90.936,0.628,0.609,,
91.093,0.63,0.61,,
91.203,0.632,0.611,,
91.317,0.633,0.612,,
91.447,0.635,0.613,,
91.577,0.637,0.614,,
91.716,0.64,0.615,,
91.835,0.641,0.616,,
91.971,0.644,0.617,,
92.074,0.645,0.618,,
92.214,0.647,0.619,,
92.333,0.649,0.62,,
92.477,0.651,0.621,,
92.646,0.654,0.622,,
92.796,0.656,0.623,,
92.941,0.658,0.624,,
93.105,0.661,0.625,,
93.217,0.662,0.626,,
93.316,0.664,0.627,,
93.453,0.666,0.628,,
93.558,0.668,0.629,,
93.712,0.67,0.63,,
93.872,0.672,0.631,,
94.004,0.674,0.632,,
94.13,0.676,0.633,,
94.294,0.678,0.634,,
94.437,0.681,0.635,,
94.589,0.683,0.636,,
94.735,0.685,0.637,,
94.936,0.688,0.638,,
95.083,0.69,0.639,,
95.245,0.692,0.64,,
95.398,0.695,0.641,,
95.551,0.697,0.642,,
95.654,0.698,0.643,,
95.801,0.7,0.644,,
95.958,0.703,0.645,,
96.107,0.705,0.646,,
96.253,0.707,0.647,,
96.39,0.709,0.647,,
96.53,0.711,0.648,,
96.668,0.713,0.649,,
96.822,0.715,0.65,,
97.024,0.718,0.651,,
97.238,0.72,0.652,,
97.397,0.723,0.653,,
97.566,0.725,0.654,,
97.703,0.727,0.655,,
97.853,0.729,0.656,,
98.007,0.731,0.657,,
98.2,0.734,0.658,,
98.316,0.735,0.659,,
98.466,0.737,0.66,,
98.62,0.739,0.661,,
98.74,0.741,0.662,,
98.862,0.742,0.663,,
99.012,0.744,0.664,,
99.167,0.747,0.665,,
99.278,0.748,0.666,,
99.462,0.75,0.667,,
99.628,0.753,0.668,,
99.764,0.754,0.669,,
99.916,0.756,0.67,,
100.078,0.758,0.671,,
100.216,0.76,0.672,,
100.412,0.763,0.673,,
100.566,0.765,0.674,,
100.713,0.766,0.675,,
100.903,0.769,0.676,,
101.062,0.771,0.677,,
101.201,0.773,0.678,,
101.361,0.774,0.679,,
101.53,0.777,0.68,,
101.66,0.778,0.681,,
101.794,0.78,0.682,,
101.996,0.782,0.683,,
102.141,0.784,0.684,,
102.273,0.786,0.685,,
102.462,0.788,0.686,,
102.626,0.79,0.687,,
102.798,0.792,0.688,,
103.002,0.794,0.689,,
103.167,0.796,0.689,,
103.338,0.798,0.69,,
103.485,0.8,0.691,,
103.64,0.802,0.692,,
103.787,0.803,0.693,,
103.985,0.806,0.694,,
104.19,0.808,0.695,,
104.341,0.81,0.696,,
104.476,0.811,0.697,,
104.638,0.813,0.698,,
104.821,0.815,0.699,,
105.021,0.817,0.7,,
105.19,0.819,0.701,,
105.348,0.821,0.702,,
105.451,0.822,0.703,,
105.633,0.824,0.704,,
105.816,0.826,0.705,,
105.95,0.827,0.706,,
106.072,0.828,0.707,,
106.233,0.83,0.708,,
106.372,0.831,0.709,,
106.573,0.833,0.71,,
106.752,0.835,0.711,,
106.862,0.836,0.712,,
107.061,0.838,0.713,,
107.258,0.84,0.714,,
107.455,0.842,0.715,,
107.645,0.844,0.716,,
107.847,0.846,0.717,,
108.064,0.848,0.718,,
108.224,0.85,0.719,,
108.395,0.851,0.72,,
108.545,0.853,0.721,,
108.755,0.855,0.722,,
108.87,0.856,0.723,,
109.005,0.857,0.724,,
109.246,0.859,0.725,,
109.399,0.861,0.726,,
109.567,0.862,0.727,,
109.747,0.864,0.728,,
109.949,0.866,0.729,,
110.14,0.867,0.73,,
110.311,0.869,0.73,,
110.5,0.871,0.731,,
110.636,0.872,0.732,,
110.836,0.873,0.733,,
111.035,0.875,0.734,,
111.258,0.877,0.735,,
111.432,0.879,0.736,,
111.615,0.88,0.737,,
111.772,0.881,0.738,,
112.016,0.883,0.739,,
112.228,0.885,0.74,,
112.431,0.887,0.741,,
112.619,0.888,0.742,,
112.776,0.889,0.743,,
113.003,0.891,0.744,,
113.225,0.893,0.745,,
113.38,0.894,0.746,,
113.625,0.896,0.747,,
113.832,0.897,0.748,,
114.002,0.899,0.749,,
114.192,0.9,0.75,,
114.359,0.901,0.751,,
114.516,0.902,0.752,,
114.744,0.904,0.753,,
114.952,0.905,0.754,,
115.186,0.907,0.755,,
115.368,0.908,0.756,,
115.523,0.909,0.757,,
115.728,0.911,0.758,,
115.952,0.912,0.759,,
116.152,0.913,0.76,,
116.378,0.915,0.761,,
116.515,0.916,0.762,,
116.713,0.917,0.763,,
116.941,0.918,0.764,,
117.104,0.919,0.765,,
117.27,0.92,0.766,,
117.445,0.921,0.767,,
117.612,0.922,0.768,,
117.783,0.923,0.769,,
117.963,0.924,0.77,,
118.164,0.926,0.771,,
118.404,0.927,0.772,,
118.616,0.928,0.772,,
118.825,0.929,0.773,,
119.015,0.93,0.774,,
119.197,0.931,0.775,,
119.413,0.933,0.776,,
119.613,0.934,0.777,,
119.791,0.935,0.778,,
119.938,0.935,0.779,,
120.167,0.937,0.78,,
120.375,0.938,0.781,,
120.566,0.939,0.782,,
120.817,0.94,0.783,,
121.051,0.941,0.784,,
121.245,0.942,0.785,,
121.448,0.943,0.786,,
121.666,0.944,0.787,,
121.864,0.945,0.788,,
122.106,0.946,0.789,,
122.362,0.947,0.79,,
122.561,0.948,0.791,,
122.796,0.949,0.792,,
122.985,0.95,0.793,,
123.272,0.951,0.794,,
123.489,0.952,0.795,,
123.659,0.953,0.796,,
123.921,0.954,0.797,,
124.095,0.954,0.798,,
124.267,0.955,0.799,,
124.529,0.956,0.8,,
124.764,0.957,0.801,,
125.089,0.958,0.802,,
125.33,0.959,0.803,,
125.624,0.96,0.804,,
125.823,0.961,0.805,,
126.067,0.962,0.806,,
126.275,0.962,0.807,,
126.487,0.963,0.808,,
126.732,0.964,0.809,,
126.999,0.965,0.81,,
127.24,0.965,0.811,,
127.488,0.966,0.812,,
127.719,0.967,0.813,,
127.886,0.967,0.814,,
128.103,0.968,0.814,,
128.384,0.969,0.815,,
128.624,0.97,0.816,,
128.872,0.97,0.817,,
129.125,0.971,0.818,,
129.373,0.972,0.819,,
129.569,0.972,0.82,,
129.783,0.973,0.821,,
130.03,0.973,0.822,,
130.329,0.974,0.823,,
130.574,0.975,0.824,,
130.856,0.975,0.825,,
131.119,0.976,0.826,,
131.367,0.977,0.827,,
131.586,0.977,0.828,,
131.738,0.977,0.829,,
131.961,0.978,0.83,,
132.274,0.979,0.831,,
132.558,0.979,0.832,,
132.775,0.98,0.833,,
133.098,0.98,0.834,,
133.34,0.981,0.835,,
133.623,0.981,0.836,,
133.9,0.982,0.837,,
134.126,0.982,0.838,,
134.35,0.983,0.839,,
134.557,0.983,0.84,,
134.803,0.983,0.841,,
135.045,0.984,0.842,,
135.301,0.984,0.843,,
135.595,0.985,0.844,,
135.86,0.985,0.845,,
136.091,0.985,0.846,,
136.353,0.986,0.847,,
136.622,0.986,0.848,,
136.886,0.987,0.849,,
137.184,0.987,0.85,,
137.521,0.987,0.851,,
137.793,0.988,0.852,,
138.11,0.988,0.853,,
138.343,0.989,0.854,,
138.666,0.989,0.855,,
139.027,0.989,0.855,,
139.313,0.99,0.856,,
139.546,0.99,0.857,,
139.765,0.99,0.858,,
139.986,0.99,0.859,,
140.286,0.991,0.86,,
140.693,0.991,0.861,,
141.078,0.991,0.862,,
141.34,0.992,0.863,,
141.687,0.992,0.864,,
141.993,0.992,0.865,,
142.312,0.993,0.866,,
142.601,0.993,0.867,,
142.903,0.993,0.868,,
143.252,0.993,0.869,,
143.568,0.994,0.87,,
143.831,0.994,0.871,,
144.177,0.994,0.872,,
144.495,0.994,0.873,,
144.742,0.994,0.874,,
145.059,0.995,0.875,,
145.379,0.995,0.876,,
145.721,0.995,0.877,,
146.109,0.995,0.878,,
146.473,0.995,0.879,,
146.91,0.996,0.88,,
147.257,0.996,0.881,,
147.639,0.996,0.882,,
148.018,0.996,0.883,,
148.349,0.996,0.884,,
148.722,0.997,0.885,,
148.987,0.997,0.886,,
149.45,0.997,0.887,,
149.77,0.997,0.888,,
150.102,0.997,0.889,,
150.458,0.997,0.89,,
150.849,0.997,0.891,,
151.205,0.997,0.892,,
151.65,0.998,0.893,,
152.05,0.998,0.894,,
152.655,0.998,0.895,,
153.146,0.998,0.896,,
153.447,0.998,0.897,,
153.739,0.998,0.897,,
154.103,0.998,0.898,,
154.461,0.998,0.899,,
155.021,0.998,0.9,,
155.304,0.999,0.901,,
155.737,0.999,0.902,,
156.197,0.999,0.903,,
156.543,0.999,0.904,,
157.042,0.999,0.905,,
157.536,0.999,0.906,,
157.986,0.999,0.907,,
158.418,0.999,0.908,,
158.79,0.999,0.909,,
159.309,0.999,0.91,,
159.668,0.999,0.911,,
160.17,0.999,0.912,,
160.548,0.999,0.913,,
161.002,0.999,0.914,,
161.476,0.999,0.915,,
162.052,0.999,0.916,,
162.603,0.999,0.917,,
163.244,1.0,0.918,,
163.764,1.0,0.919,,
164.372,1.0,0.92,,
165.003,1.0,0.921,,
165.64,1.0,0.922,,
166.143,1.0,0.923,,
166.542,1.0,0.924,,
167.051,1.0,0.925,,
167.688,1.0,0.926,,
168.194,1.0,0.927,,
168.605,1.0,0.928,,
169.21,1.0,0.929,,
169.967,1.0,0.93,,
170.466,1.0,0.931,,
171.033,1.0,0.932,,
171.617,1.0,0.933,,
172.306,1.0,0.934,,
173.05,1.0,0.935,,
173.738,1.0,0.936,,
174.204,1.0,0.937,,
174.908,1.0,0.938,,
175.517,1.0,0.939,,
175.996,1.0,0.939,,
176.622,1.0,0.94,,
177.198,1.0,0.941,,
177.75,1.0,0.942,,
178.267,1.0,0.943,,
179.101,1.0,0.944,,
179.76,1.0,0.945,,
180.476,1.0,0.946,,
181.26,1.0,0.947,,
181.783,1.0,0.948,,
182.5,1.0,0.949,,
183.248,1.0,0.95,,
184.217,1.0,0.951,,
185.191,1.0,0.952,,
185.981,1.0,0.953,,
186.67,1.0,0.954,,
187.342,1.0,0.955,,
188.145,1.0,0.956,,
188.949,1.0,0.957,,
189.66,1.0,0.958,,
