-6.94,	 1,	 0
-6.92,	 2,	 0
-6.89,	 2,	 0
-6.88,	 2,	 0
-6.87,	 2,	 0
-6.86,	 2,	 0
-6.85,	 1,	 0
-6.83,	 1,	 0
-6.82,	 3,	 0
-6.80,	 2,	 0
-6.79,	 3,	 0
-6.78,	 4,	 0
-6.77,	 10,	 0
-6.76,	 6,	 0
-6.75,	 2,	 0
-6.74,	 6,	 0
-6.73,	 10,	 0
-6.72,	 8,	 0
-6.71,	 8,	 0
-6.70,	 8,	 0
-6.69,	 7,	 0
-6.68,	 14,	 0
-6.67,	 8,	 0
-6.66,	 10,	 0
-6.65,	 12,	 0
-6.64,	 18,	 0
-6.63,	 24,	 0
-6.62,	 11,	 0
-6.61,	 15,	 0
-6.60,	 13,	 0
-6.59,	 22,	 0
-6.58,	 17,	 0
-6.57,	 23,	 0
-6.56,	 24,	 0
-6.55,	 24,	 0
-6.54,	 33,	 0
-6.53,	 26,	 0
-6.52,	 34,	 0
-6.51,	 32,	 0
-6.50,	 36,	 0
-6.49,	 45,	 0
-6.48,	 30,	 0
-6.47,	 45,	 0
-6.46,	 44,	 0
-6.45,	 37,	 0
-6.44,	 50,	 0
-6.43,	 50,	 0
-6.42,	 48,	 0
-6.41,	 53,	 0
-6.40,	 46,	 0
-6.39,	 58,	 0
-6.38,	 62,	 0
-6.37,	 61,	 0
-6.36,	 71,	 0
-6.35,	 58,	 0
-6.34,	 70,	 0
-6.33,	 82,	 0
-6.32,	 64,	 0
-6.31,	 78,	 0
-6.30,	 77,	 0
-6.29,	 70,	 0
-6.28,	 68,	 1
-6.27,	 103,	 1
-6.26,	 88,	 1
-6.25,	 78,	 2
-6.24,	 89,	 5
-6.23,	 117,	 0
-6.22,	 97,	 10
-6.21,	 101,	 7
-6.20,	 113,	 7
-6.19,	 109,	 9
-6.18,	 108,	 8
-6.17,	 127,	 11
-6.16,	 135,	 17
-6.15,	 146,	 22
-6.14,	 147,	 20
-6.13,	 163,	 17
-6.12,	 157,	 29
-6.11,	 161,	 26
-6.10,	 188,	 33
-6.09,	 166,	 35
-6.08,	 184,	 38
-6.07,	 167,	 40
-6.06,	 182,	 36
-6.05,	 189,	 45
-6.04,	 187,	 60
-6.03,	 212,	 61
-6.02,	 204,	 50
-6.01,	 216,	 67
-6.00,	 213,	 78
-5.99,	 212,	 89
-5.98,	 243,	 92
-5.97,	 252,	 84
-5.96,	 255,	 90
-5.95,	 233,	 90
-5.94,	 276,	 124
-5.93,	 241,	 123
-5.92,	 281,	 118
-5.91,	 253,	 145
-5.90,	 265,	 126
-5.89,	 314,	 125
-5.88,	 306,	 165
-5.87,	 309,	 175
-5.86,	 326,	 148
-5.85,	 325,	 163
-5.84,	 341,	 165
-5.83,	 321,	 180
-5.82,	 290,	 194
-5.81,	 380,	 213
-5.80,	 355,	 216
-5.79,	 339,	 244
-5.78,	 356,	 225
-5.77,	 376,	 265
-5.76,	 381,	 238
-5.75,	 405,	 260
-5.74,	 398,	 247
-5.73,	 388,	 280
-5.72,	 400,	 291
-5.71,	 481,	 287
-5.70,	 440,	 303
-5.69,	 453,	 315
-5.68,	 457,	 365
-5.67,	 438,	 315
-5.66,	 475,	 370
-5.65,	 529,	 343
-5.64,	 497,	 407
-5.63,	 487,	 364
-5.62,	 521,	 412
-5.61,	 553,	 401
-5.60,	 611,	 424
-5.59,	 543,	 408
-5.58,	 612,	 471
-5.57,	 646,	 479
-5.56,	 589,	 498
-5.55,	 646,	 479
-5.54,	 656,	 513
-5.53,	 670,	 501
-5.52,	 628,	 543
-5.51,	 653,	 530
-5.50,	 703,	 587
-5.49,	 724,	 638
-5.48,	 715,	 642
-5.47,	 732,	 647
-5.46,	 704,	 642
-5.45,	 739,	 686
-5.44,	 804,	 661
-5.43,	 828,	 719
-5.42,	 793,	 690
-5.41,	 893,	 724
-5.40,	 888,	 733
-5.39,	 859,	 744
-5.38,	 913,	 769
-5.37,	 902,	 806
-5.36,	 897,	 778
-5.35,	 931,	 809
-5.34,	 946,	 831
-5.33,	 987,	 872
-5.32,	 980,	 931
-5.31,	 1002,	 963
-5.30,	 1077,	 986
-5.29,	 1021,	 1013
-5.28,	 1069,	 994
-5.27,	 1087,	 1056
-5.26,	 1112,	 1082
-5.25,	 1110,	 1105
-5.24,	 1144,	 1090
-5.23,	 1126,	 1099
-5.22,	 1129,	 1148
-5.21,	 1212,	 1191
-5.20,	 1223,	 1198
-5.19,	 1239,	 1280
-5.18,	 1233,	 1254
-5.17,	 1335,	 1301
-5.16,	 1266,	 1253
-5.15,	 1332,	 1359
-5.14,	 1287,	 1382
-5.13,	 1362,	 1423
-5.12,	 1404,	 1469
-5.11,	 1389,	 1441
-5.10,	 1452,	 1536
-5.09,	 1446,	 1598
-5.08,	 1495,	 1597
-5.07,	 1499,	 1566
-5.06,	 1532,	 1652
-5.05,	 1579,	 1676
-5.04,	 1665,	 1765
-5.03,	 1608,	 1808
-5.02,	 1696,	 1859
-5.01,	 1699,	 1759
-5.00,	 1813,	 1948
-4.99,	 1753,	 1942
-4.98,	 1718,	 1995
-4.97,	 1774,	 2011
-4.96,	 1862,	 2078
-4.95,	 1936,	 2128
-4.94,	 1850,	 2212
-4.93,	 1962,	 2137
-4.92,	 2087,	 2202
-4.91,	 2054,	 2239
-4.90,	 1980,	 2194
-4.89,	 2159,	 2404
-4.88,	 2181,	 2358
-4.87,	 2094,	 2430
-4.86,	 2145,	 2430
-4.85,	 2319,	 2567
-4.84,	 2220,	 2637
-4.83,	 2277,	 2629
-4.82,	 2414,	 2805
-4.81,	 2312,	 2740
-4.80,	 2330,	 2842
-4.79,	 2427,	 2829
-4.78,	 2478,	 2835
-4.77,	 2513,	 2909
-4.76,	 2574,	 2962
-4.75,	 2681,	 2941
-4.74,	 2634,	 3080
-4.73,	 2791,	 3175
-4.72,	 2737,	 3276
-4.71,	 2753,	 3280
-4.70,	 2863,	 3417
-4.69,	 2954,	 3367
-4.68,	 3032,	 3397
-4.67,	 3084,	 3471
-4.66,	 3110,	 3550
-4.65,	 3005,	 3711
-4.64,	 3174,	 3689
-4.63,	 3269,	 3774
-4.62,	 3204,	 3704
-4.61,	 3283,	 3866
-4.60,	 3502,	 3891
-4.59,	 3441,	 3869
-4.58,	 3467,	 4008
-4.57,	 3420,	 4091
-4.56,	 3528,	 4263
-4.55,	 3700,	 4214
-4.54,	 3597,	 4400
-4.53,	 3795,	 4329
-4.52,	 3750,	 4285
-4.51,	 3920,	 4448
-4.50,	 3886,	 4611
-4.49,	 3963,	 4758
-4.48,	 4102,	 4682
-4.47,	 4138,	 4834
-4.46,	 4052,	 4778
-4.45,	 4260,	 4995
-4.44,	 4342,	 5081
-4.43,	 4291,	 4991
-4.42,	 4342,	 5231
-4.41,	 4309,	 5141
-4.40,	 4525,	 5287
-4.39,	 4554,	 5389
-4.38,	 4738,	 5374
-4.37,	 4767,	 5428
-4.36,	 4738,	 5404
-4.35,	 4804,	 5589
-4.34,	 4923,	 5656
-4.33,	 4953,	 5841
-4.32,	 5117,	 5871
-4.31,	 5061,	 6027
-4.30,	 5233,	 5888
-4.29,	 5188,	 6068
-4.28,	 5248,	 6183
-4.27,	 5419,	 6369
-4.26,	 5542,	 6275
-4.25,	 5513,	 6294
-4.24,	 5664,	 6434
-4.23,	 5644,	 6675
-4.22,	 5802,	 6647
-4.21,	 5914,	 6864
-4.20,	 6087,	 6692
-4.19,	 6116,	 6917
-4.18,	 6162,	 6806
-4.17,	 6109,	 7025
-4.16,	 6140,	 7048
-4.15,	 6480,	 7210
-4.14,	 6353,	 7110
-4.13,	 6432,	 7327
-4.12,	 6692,	 7324
-4.11,	 6721,	 7458
-4.10,	 6728,	 7642
-4.09,	 6949,	 7464
-4.08,	 6778,	 7681
-4.07,	 6955,	 7886
-4.06,	 6982,	 7869
-4.05,	 7270,	 8074
-4.04,	 7317,	 8173
-4.03,	 7320,	 8081
-4.02,	 7379,	 8252
-4.01,	 7513,	 8296
-4.00,	 7699,	 8320
-3.99,	 7619,	 8487
-3.98,	 7695,	 8567
-3.97,	 7889,	 8717
-3.96,	 7975,	 8792
-3.95,	 8205,	 8847
-3.94,	 8224,	 8966
-3.93,	 8295,	 8859
-3.92,	 8503,	 9177
-3.91,	 8385,	 9329
-3.90,	 8619,	 9265
-3.89,	 8527,	 9508
-3.88,	 8775,	 9650
-3.87,	 8844,	 9577
-3.86,	 9007,	 9791
-3.85,	 8943,	 9824
-3.84,	 9146,	 9908
-3.83,	 9343,	 10013
-3.82,	 9306,	 10107
-3.81,	 9516,	 10210
-3.80,	 9595,	 10381
-3.79,	 9843,	 10223
-3.78,	 9787,	 10507
-3.77,	 9867,	 10614
-3.76,	 10013,	 10702
-3.75,	 10004,	 10758
-3.74,	 10321,	 10936
-3.73,	 10258,	 10944
-3.72,	 10516,	 11045
-3.71,	 10597,	 11216
-3.70,	 10735,	 11454
-3.69,	 10904,	 11452
-3.68,	 10914,	 11544
-3.67,	 10960,	 11543
-3.66,	 11075,	 11857
-3.65,	 11400,	 11981
-3.64,	 11449,	 11882
-3.63,	 11524,	 11960
-3.62,	 11699,	 12079
-3.61,	 11655,	 12350
-3.60,	 12023,	 12277
-3.59,	 11919,	 12512
-3.58,	 12143,	 12510
-3.57,	 12277,	 12736
-3.56,	 12457,	 12784
-3.55,	 12313,	 12793
-3.54,	 12638,	 12778
-3.53,	 12754,	 13181
-3.52,	 12886,	 13213
-3.51,	 12924,	 13302
-3.50,	 13207,	 13505
-3.49,	 13161,	 13579
-3.48,	 13567,	 13582
-3.47,	 13502,	 13911
-3.46,	 13745,	 14153
-3.45,	 13923,	 13977
-3.44,	 13901,	 14235
-3.43,	 13950,	 14325
-3.42,	 14008,	 14322
-3.41,	 14357,	 14318
-3.40,	 14450,	 14631
-3.39,	 14561,	 14531
-3.38,	 14683,	 14676
-3.37,	 14894,	 14967
-3.36,	 14783,	 15118
-3.35,	 15334,	 15244
-3.34,	 15189,	 15465
-3.33,	 15564,	 15558
-3.32,	 15616,	 15676
-3.31,	 15917,	 15559
-3.30,	 16012,	 15702
-3.29,	 15966,	 16051
-3.28,	 16379,	 16323
-3.27,	 16327,	 16126
-3.26,	 16694,	 16484
-3.25,	 16515,	 16433
-3.24,	 16799,	 16637
-3.23,	 16871,	 16316
-3.22,	 16977,	 16816
-3.21,	 17407,	 16926
-3.20,	 17278,	 17043
-3.19,	 17655,	 17093
-3.18,	 17491,	 17388
-3.17,	 17745,	 17476
-3.16,	 17956,	 17691
-3.15,	 18394,	 17516
-3.14,	 18433,	 17959
-3.13,	 18548,	 18364
-3.12,	 18667,	 18232
-3.11,	 19063,	 18391
-3.10,	 19071,	 18409
-3.09,	 19215,	 18809
-3.08,	 19297,	 18699
-3.07,	 19597,	 18726
-3.06,	 19574,	 18816
-3.05,	 19957,	 19111
-3.04,	 20294,	 19355
-3.03,	 20336,	 19336
-3.02,	 20171,	 19724
-3.01,	 20741,	 19664
-3.00,	 20920,	 19955
-2.99,	 21120,	 20192
-2.98,	 21017,	 20045
-2.97,	 21129,	 20075
-2.96,	 21713,	 20404
-2.95,	 21764,	 20267
-2.94,	 22078,	 20654
-2.93,	 21996,	 20676
-2.92,	 22570,	 20976
-2.91,	 22272,	 20974
-2.90,	 22544,	 21175
-2.89,	 22586,	 21485
-2.88,	 23031,	 21559
-2.87,	 23299,	 21550
-2.86,	 23299,	 21793
-2.85,	 23805,	 21887
-2.84,	 23492,	 21928
-2.83,	 24011,	 22392
-2.82,	 24152,	 22340
-2.81,	 24213,	 22507
-2.80,	 24654,	 22660
-2.79,	 24939,	 22980
-2.78,	 24908,	 23169
-2.77,	 25054,	 23525
-2.76,	 25401,	 23300
-2.75,	 25467,	 23828
-2.74,	 26076,	 23592
-2.73,	 25887,	 23801
-2.72,	 26113,	 23806
-2.71,	 26313,	 24058
-2.70,	 26742,	 24270
-2.69,	 26723,	 24289
-2.68,	 26770,	 24538
-2.67,	 27201,	 24940
-2.66,	 27188,	 25154
-2.65,	 27744,	 25308
-2.64,	 27445,	 25416
-2.63,	 27977,	 25438
-2.62,	 28072,	 25771
-2.61,	 28307,	 26067
-2.60,	 28443,	 25862
-2.59,	 28751,	 26012
-2.58,	 28918,	 26420
-2.57,	 29271,	 26249
-2.56,	 29464,	 26826
-2.55,	 29773,	 27215
-2.54,	 30120,	 27243
-2.53,	 30011,	 27139
-2.52,	 30095,	 27577
-2.51,	 30542,	 27723
-2.50,	 31003,	 27824
-2.49,	 30939,	 27899
-2.48,	 30551,	 28019
-2.47,	 31582,	 28476
-2.46,	 31681,	 28588
-2.45,	 31482,	 28951
-2.44,	 31546,	 29008
-2.43,	 31932,	 28996
-2.42,	 32683,	 29062
-2.41,	 32267,	 29465
-2.40,	 32803,	 29668
-2.39,	 33108,	 29557
-2.38,	 33381,	 29892
-2.37,	 33544,	 29800
-2.36,	 33719,	 30565
-2.35,	 34080,	 30354
-2.34,	 34117,	 30696
-2.33,	 34323,	 30655
-2.32,	 34338,	 30955
-2.31,	 34783,	 31125
-2.30,	 34757,	 31483
-2.29,	 35019,	 31447
-2.28,	 35417,	 31876
-2.27,	 35670,	 32134
-2.26,	 35866,	 32759
-2.25,	 36100,	 32801
-2.24,	 36012,	 32641
