score,log2_sf_pred,log2_sf_real,metakey,metaval
95,-1.614,-1.614,,
96,-1.622,-1.622,,
97,-1.629,-1.629,,
98,-1.637,-1.637,,
99,-1.644,-1.645,,
100,-1.652,-1.652,,
101,-1.66,-1.66,,
102,-1.667,-1.668,,
103,-1.675,-1.675,,
104,-1.683,-1.683,,
105,-1.691,-1.691,,
106,-1.698,-1.699,,
107,-1.706,-1.706,,
108,-1.714,-1.714,,
109,-1.722,-1.722,,
110,-1.73,-1.73,,
111,-1.738,-1.738,,
112,-1.745,-1.746,,
113,-1.753,-1.754,,
114,-1.761,-1.762,,
115,-1.769,-1.77,,
116,-1.777,-1.778,,
117,-1.785,-1.786,,
118,-1.793,-1.794,,
119,-1.802,-1.802,,
120,-1.81,-1.81,,
121,-1.818,-1.818,,
122,-1.826,-1.826,,
123,-1.834,-1.834,,
124,-1.842,-1.843,,
125,-1.851,-1.851,,
126,-1.859,-1.859,,
127,-1.867,-1.867,,
128,-1.875,-1.876,,
129,-1.884,-1.884,,
130,-1.892,-1.892,,
131,-1.9,-1.901,,
132,-1.909,-1.909,,
133,-1.917,-1.917,,
134,-1.926,-1.926,,
135,-1.934,-1.934,,
136,-1.943,-1.943,,
137,-1.951,-1.951,,
138,-1.96,-1.96,,
139,-1.968,-1.968,,
140,-1.977,-1.977,,
141,-1.985,-1.986,,
142,-1.994,-1.994,,
143,-2.003,-2.003,,
144,-2.011,-2.012,,
145,-2.02,-2.02,,
146,-2.029,-2.029,,
147,-2.038,-2.038,,
148,-2.046,-2.047,,
149,-2.055,-2.055,,
150,-2.064,-2.064,,
151,-2.073,-2.073,,
152,-2.082,-2.082,,
153,-2.091,-2.091,,
154,-2.1,-2.1,,
155,-2.109,-2.109,,
156,-2.118,-2.118,,
157,-2.127,-2.127,,
158,-2.136,-2.136,,
159,-2.145,-2.145,,
160,-2.154,-2.154,,
161,-2.163,-2.163,,
162,-2.172,-2.172,,
163,-2.181,-2.181,,
164,-2.19,-2.191,,
165,-2.2,-2.2,,
166,-2.209,-2.209,,
167,-2.218,-2.218,,
168,-2.227,-2.228,,
169,-2.237,-2.237,,
170,-2.246,-2.246,,
171,-2.255,-2.256,,
172,-2.265,-2.265,,
173,-2.274,-2.274,,
174,-2.284,-2.284,,
175,-2.293,-2.293,,
176,-2.303,-2.303,,
177,-2.312,-2.312,,
178,-2.322,-2.322,,
179,-2.331,-2.331,,
180,-2.341,-2.341,,
181,-2.35,-2.35,,
182,-2.36,-2.36,,
183,-2.37,-2.37,,
184,-2.379,-2.379,,
185,-2.389,-2.389,,
186,-2.399,-2.399,,
187,-2.409,-2.409,,
188,-2.418,-2.418,,
189,-2.428,-2.428,,
190,-2.438,-2.438,,
191,-2.448,-2.448,,
192,-2.458,-2.458,,
193,-2.468,-2.468,,
194,-2.478,-2.478,,
195,-2.488,-2.488,,
196,-2.498,-2.498,,
197,-2.508,-2.508,,
198,-2.518,-2.518,,
199,-2.528,-2.528,,
200,-2.538,-2.538,,
201,-2.548,-2.548,,
202,-2.558,-2.558,,
203,-2.568,-2.568,,
204,-2.578,-2.578,,
205,-2.589,-2.589,,
206,-2.599,-2.599,,
207,-2.609,-2.609,,
208,-2.619,-2.619,,
209,-2.63,-2.63,,
210,-2.64,-2.64,,
211,-2.65,-2.65,,
212,-2.661,-2.661,,
213,-2.671,-2.671,,
214,-2.682,-2.682,,
215,-2.692,-2.692,,
216,-2.703,-2.703,,
217,-2.713,-2.713,,
218,-2.724,-2.724,,
219,-2.734,-2.734,,
220,-2.745,-2.745,,
221,-2.756,-2.756,,
222,-2.766,-2.766,,
223,-2.777,-2.777,,
224,-2.788,-2.788,,
225,-2.798,-2.798,,
226,-2.809,-2.809,,
227,-2.82,-2.82,,
228,-2.831,-2.831,,
229,-2.842,-2.842,,
230,-2.853,-2.852,,
231,-2.863,-2.863,,
232,-2.874,-2.874,,
233,-2.885,-2.885,,
234,-2.896,-2.896,,
235,-2.907,-2.907,,
236,-2.918,-2.918,,
237,-2.929,-2.929,,
238,-2.94,-2.94,,
239,-2.952,-2.951,,
240,-2.963,-2.963,,
241,-2.974,-2.974,,
242,-2.985,-2.985,,
243,-2.996,-2.996,,
244,-3.007,-3.007,,
245,-3.019,-3.019,,
246,-3.03,-3.03,,
247,-3.041,-3.041,,
248,-3.053,-3.052,,
249,-3.064,-3.064,,
250,-3.075,-3.075,,
251,-3.087,-3.087,,
252,-3.098,-3.098,,
253,-3.11,-3.11,,
254,-3.121,-3.121,,
255,-3.133,-3.133,,
256,-3.144,-3.144,,
257,-3.156,-3.156,,
258,-3.168,-3.167,,
259,-3.179,-3.179,,
260,-3.191,-3.191,,
261,-3.202,-3.202,,
262,-3.214,-3.214,,
263,-3.226,-3.226,,
264,-3.238,-3.237,,
265,-3.249,-3.249,,
266,-3.261,-3.261,,
267,-3.273,-3.273,,
268,-3.285,-3.285,,
269,-3.297,-3.297,,
270,-3.309,-3.309,,
271,-3.321,-3.321,,
272,-3.333,-3.332,,
273,-3.345,-3.344,,
274,-3.357,-3.357,,
275,-3.369,-3.369,,
276,-3.381,-3.381,,
277,-3.393,-3.393,,
278,-3.405,-3.405,,
279,-3.417,-3.417,,
280,-3.43,-3.429,,
281,-3.442,-3.441,,
282,-3.454,-3.454,,
283,-3.466,-3.466,,
284,-3.479,-3.478,,
285,-3.491,-3.491,,
286,-3.503,-3.503,,
287,-3.516,-3.515,,
288,-3.528,-3.528,,
289,-3.541,-3.54,,
290,-3.553,-3.553,,
291,-3.566,-3.565,,
292,-3.578,-3.578,,
293,-3.591,-3.59,,
294,-3.603,-3.603,,
295,-3.616,-3.615,,
296,-3.628,-3.628,,
297,-3.641,-3.641,,
298,-3.654,-3.653,,
299,-3.666,-3.666,,
300,-3.679,-3.679,,
301,-3.692,-3.691,,
302,-3.705,-3.704,,
303,-3.718,-3.717,,
304,-3.73,-3.73,,
305,-3.743,-3.743,,
306,-3.756,-3.756,,
307,-3.769,-3.769,,
308,-3.782,-3.781,,
309,-3.795,-3.794,,
310,-3.808,-3.807,,
311,-3.821,-3.82,,
312,-3.834,-3.834,,
313,-3.847,-3.847,,
314,-3.86,-3.86,,
315,-3.873,-3.873,,
316,-3.887,-3.886,,
317,-3.9,-3.899,,
318,-3.913,-3.912,,
319,-3.926,-3.926,,
320,-3.94,-3.939,,
321,-3.953,-3.952,,
322,-3.966,-3.966,,
323,-3.98,-3.979,,
324,-3.993,-3.992,,
325,-4.006,-4.006,,
326,-4.02,-4.019,,
327,-4.033,-4.033,,
328,-4.047,-4.046,,
329,-4.06,-4.06,,
330,-4.074,-4.073,,
331,-4.088,-4.087,,
332,-4.101,-4.1,,
333,-4.115,-4.114,,
334,-4.128,-4.128,,
335,-4.142,-4.141,,
336,-4.156,-4.155,,
337,-4.17,-4.169,,
338,-4.183,-4.183,,
339,-4.197,-4.196,,
340,-4.211,-4.21,,
341,-4.225,-4.224,,
342,-4.239,-4.238,,
343,-4.253,-4.252,,
344,-4.267,-4.266,,
345,-4.281,-4.28,,
346,-4.295,-4.294,,
347,-4.309,-4.308,,
348,-4.323,-4.322,,
349,-4.337,-4.336,,
350,-4.351,-4.35,,
351,-4.365,-4.364,,
352,-4.379,-4.378,,
353,-4.393,-4.392,,
354,-4.408,-4.407,,
355,-4.422,-4.421,,
356,-4.436,-4.435,,
357,-4.45,-4.449,,
358,-4.465,-4.464,,
359,-4.479,-4.478,,
360,-4.494,-4.492,,
361,-4.508,-4.507,,
362,-4.522,-4.521,,
363,-4.537,-4.536,,
364,-4.551,-4.55,,
365,-4.566,-4.565,,
366,-4.58,-4.579,,
367,-4.595,-4.594,,
368,-4.61,-4.608,,
369,-4.624,-4.623,,
370,-4.639,-4.638,,
371,-4.654,-4.652,,
372,-4.668,-4.667,,
373,-4.683,-4.682,,
374,-4.698,-4.697,,
375,-4.713,-4.711,,
376,-4.728,-4.726,,
377,-4.742,-4.741,,
378,-4.757,-4.756,,
379,-4.772,-4.771,,
380,-4.787,-4.786,,
381,-4.802,-4.801,,
382,-4.817,-4.816,,
383,-4.832,-4.831,,
384,-4.847,-4.846,,
385,-4.862,-4.861,,
386,-4.878,-4.876,,
387,-4.893,-4.891,,
388,-4.908,-4.906,,
389,-4.923,-4.922,,
390,-4.938,-4.937,,
391,-4.954,-4.952,,
392,-4.969,-4.967,,
393,-4.984,-4.983,,
394,-4.999,-4.998,,
395,-5.015,-5.013,,
396,-5.03,-5.029,,
397,-5.046,-5.044,,
398,-5.061,-5.06,,
399,-5.077,-5.075,,
400,-5.092,-5.091,,
401,-5.108,-5.106,,
402,-5.123,-5.122,,
403,-5.139,-5.137,,
404,-5.155,-5.153,,
405,-5.17,-5.168,,
406,-5.186,-5.184,,
407,-5.202,-5.2,,
408,-5.217,-5.216,,
409,-5.233,-5.231,,
410,-5.249,-5.247,,
411,-5.265,-5.263,,
412,-5.281,-5.279,,
413,-5.296,-5.295,,
414,-5.312,-5.311,,
415,-5.328,-5.326,,
416,-5.344,-5.342,,
417,-5.36,-5.358,,
418,-5.376,-5.374,,
419,-5.392,-5.39,,
420,-5.408,-5.407,,
421,-5.425,-5.423,,
422,-5.441,-5.439,,
423,-5.457,-5.455,,
424,-5.473,-5.471,,
425,-5.489,-5.487,,
426,-5.506,-5.504,,
427,-5.522,-5.52,,
428,-5.538,-5.536,,
429,-5.554,-5.552,,
430,-5.571,-5.569,,
431,-5.587,-5.585,,
432,-5.604,-5.602,,
433,-5.62,-5.618,,
434,-5.637,-5.634,,
435,-5.653,-5.651,,
436,-5.67,-5.667,,
437,-5.686,-5.684,,
438,-5.703,-5.701,,
439,-5.719,-5.717,,
440,-5.736,-5.734,,
441,-5.753,-5.751,,
442,-5.77,-5.767,,
443,-5.786,-5.784,,
444,-5.803,-5.801,,
445,-5.82,-5.817,,
446,-5.837,-5.834,,
447,-5.854,-5.851,,
448,-5.87,-5.868,,
449,-5.887,-5.885,,
450,-5.904,-5.902,,
451,-5.921,-5.919,,
452,-5.938,-5.936,,
453,-5.955,-5.953,,
454,-5.972,-5.97,,
455,-5.989,-5.987,,
456,-6.007,-6.004,,
457,-6.024,-6.021,,
458,-6.041,-6.038,,
459,-6.058,-6.055,,
460,-6.075,-6.073,,
461,-6.093,-6.09,,
462,-6.11,-6.107,,
463,-6.127,-6.124,,
464,-6.144,-6.142,,
465,-6.162,-6.159,,
466,-6.179,-6.177,,
467,-6.197,-6.194,,
468,-6.214,-6.211,,
469,-6.232,-6.229,,
470,-6.249,-6.246,,
471,-6.267,-6.264,,
472,-6.284,-6.281,,
473,-6.302,-6.299,,
474,-6.32,-6.317,,
475,-6.337,-6.334,,
476,-6.355,-6.352,,
477,-6.373,-6.37,,
478,-6.39,-6.387,,
479,-6.408,-6.405,,
480,-6.426,-6.423,,
481,-6.444,-6.441,,
482,-6.462,-6.459,,
483,-6.48,-6.477,,
484,-6.498,-6.494,,
485,-6.515,-6.512,,
486,-6.533,-6.53,,
487,-6.551,-6.548,,
488,-6.57,-6.566,,
489,-6.588,-6.584,,
490,-6.606,-6.602,,
491,-6.624,-6.621,,
492,-6.642,-6.639,,
493,-6.66,-6.657,,
494,-6.678,-6.675,,
495,-6.697,-6.693,,
496,-6.715,-6.712,,
497,-6.733,-6.73,,
498,-6.752,-6.748,,
499,-6.77,-6.766,,
500,-6.788,-6.785,,
501,-6.807,-6.803,,
502,-6.825,-6.822,,
503,-6.844,-6.84,,
504,-6.862,-6.859,,
505,-6.881,-6.877,,
506,-6.899,-6.896,,
507,-6.918,-6.914,,
508,-6.936,-6.933,,
509,-6.955,-6.951,,
510,-6.974,-6.97,,
511,-6.993,-6.989,,
512,-7.011,-7.008,,
513,-7.03,-7.026,,
514,-7.049,-7.045,,
515,-7.068,-7.064,,
516,-7.087,-7.083,,
517,-7.105,-7.102,,
518,-7.124,-7.121,,
519,-7.143,-7.139,,
520,-7.162,-7.158,,
521,-7.181,-7.177,,
522,-7.2,-7.196,,
523,-7.219,-7.215,,
524,-7.238,-7.234,,
525,-7.258,-7.254,,
526,-7.277,-7.273,,
527,-7.296,-7.292,,
528,-7.315,-7.311,,
529,-7.334,-7.33,,
530,-7.354,-7.35,,
531,-7.373,-7.369,,
532,-7.392,-7.388,,
533,-7.412,-7.407,,
534,-7.431,-7.427,,
535,-7.45,-7.446,,
536,-7.47,-7.466,,
537,-7.489,-7.485,,
538,-7.509,-7.505,,
539,-7.528,-7.524,,
540,-7.548,-7.544,,
541,-7.568,-7.563,,
542,-7.587,-7.583,,
543,-7.607,-7.602,,
544,-7.627,-7.622,,
545,-7.646,-7.642,,
546,-7.666,-7.661,,
547,-7.686,-7.681,,
548,-7.706,-7.701,,
549,-7.725,-7.721,,
550,-7.745,-7.741,,
551,-7.765,-7.76,,
552,-7.785,-7.78,,
553,-7.805,-7.8,,
554,-7.825,-7.82,,
555,-7.845,-7.84,,
556,-7.865,-7.86,,
557,-7.885,-7.88,,
558,-7.905,-7.9,,
559,-7.925,-7.92,,
560,-7.945,-7.941,,
561,-7.966,-7.961,,
562,-7.986,-7.981,,
563,-8.006,-8.001,,
564,-8.026,-8.021,,
565,-8.047,-8.042,,
566,-8.067,-8.062,,
567,-8.087,-8.082,,
568,-8.108,-8.103,,
569,-8.128,-8.123,,
570,-8.149,-8.143,,
571,-8.169,-8.164,,
572,-8.19,-8.184,,
573,-8.21,-8.205,,
574,-8.231,-8.225,,
575,-8.251,-8.246,,
576,-8.272,-8.267,,
577,-8.293,-8.287,,
578,-8.313,-8.308,,
579,-8.334,-8.329,,
580,-8.355,-8.349,,
581,-8.376,-8.37,,
582,-8.396,-8.391,,
583,-8.417,-8.412,,
584,-8.438,-8.432,,
585,-8.459,-8.453,,
586,-8.48,-8.474,,
587,-8.501,-8.495,,
588,-8.522,-8.516,,
589,-8.543,-8.537,,
590,-8.564,-8.558,,
591,-8.585,-8.579,,
592,-8.606,-8.6,,
593,-8.627,-8.621,,
594,-8.648,-8.642,,
595,-8.67,-8.664,,
596,-8.691,-8.685,,
597,-8.712,-8.706,,
598,-8.733,-8.727,,
599,-8.755,-8.749,,
600,-8.776,-8.77,,
601,-8.797,-8.791,,
602,-8.819,-8.813,,
603,-8.84,-8.834,,
604,-8.862,-8.855,,
605,-8.883,-8.877,,
606,-8.905,-8.898,,
607,-8.926,-8.92,,
608,-8.948,-8.941,,
609,-8.969,-8.963,,
610,-8.991,-8.985,,
611,-9.013,-9.006,,
612,-9.034,-9.028,,
613,-9.056,-9.05,,
614,-9.078,-9.071,,
615,-9.1,-9.093,,
616,-9.122,-9.115,,
617,-9.143,-9.137,,
618,-9.165,-9.159,,
619,-9.187,-9.18,,
620,-9.209,-9.202,,
621,-9.231,-9.224,,
622,-9.253,-9.246,,
623,-9.275,-9.268,,
624,-9.297,-9.29,,
625,-9.319,-9.312,,
626,-9.341,-9.334,,
627,-9.364,-9.356,,
628,-9.386,-9.379,,
629,-9.408,-9.401,,
630,-9.43,-9.423,,
631,-9.452,-9.445,,
632,-9.475,-9.467,,
633,-9.497,-9.49,,
634,-9.519,-9.512,,
635,-9.542,-9.534,,
636,-9.564,-9.557,,
637,-9.587,-9.579,,
638,-9.609,-9.602,,
639,-9.632,-9.624,,
640,-9.654,-9.647,,
641,-9.677,-9.669,,
642,-9.699,-9.692,,
643,-9.722,-9.714,,
644,-9.745,-9.737,,
645,-9.767,-9.76,,
646,-9.79,-9.782,,
647,-9.813,-9.805,,
648,-9.836,-9.828,,
649,-9.858,-9.851,,
650,-9.881,-9.873,,
651,-9.904,-9.896,,
652,-9.927,-9.919,,
653,-9.95,-9.942,,
654,-9.973,-9.965,,
655,-9.996,-9.988,,
656,-10.019,-10.011,,
657,-10.042,-10.034,,
658,-10.065,-10.057,,
659,-10.088,-10.08,,
660,-10.111,-10.103,,
661,-10.134,-10.126,,
662,-10.158,-10.149,,
663,-10.181,-10.172,,
664,-10.204,-10.196,,
665,-10.227,-10.219,,
666,-10.251,-10.242,,
667,-10.274,-10.266,,
668,-10.297,-10.289,,
669,-10.321,-10.312,,
670,-10.344,-10.336,,
671,-10.368,-10.359,,
672,-10.391,-10.383,,
673,-10.415,-10.406,,
674,-10.438,-10.43,,
675,-10.462,-10.453,,
676,-10.486,-10.477,,
677,-10.509,-10.5,,
678,-10.533,-10.524,,
679,-10.557,-10.548,,
680,-10.58,-10.571,,
681,-10.604,-10.595,,
682,-10.628,-10.619,,
683,-10.652,-10.643,,
684,-10.676,-10.666,,
685,-10.699,-10.69,,
686,-10.723,-10.714,,
687,-10.747,-10.738,,
688,-10.771,-10.762,,
689,-10.795,-10.786,,
690,-10.819,-10.81,,
691,-10.843,-10.834,,
692,-10.868,-10.858,,
693,-10.892,-10.882,,
694,-10.916,-10.906,,
695,-10.94,-10.93,,
696,-10.964,-10.955,,
697,-10.989,-10.979,,
698,-11.013,-11.003,,
699,-11.037,-11.027,,
700,-11.062,-11.052,,
701,-11.086,-11.076,,
702,-11.11,-11.1,,
703,-11.135,-11.125,,
704,-11.159,-11.149,,
705,-11.184,-11.174,,
706,-11.208,-11.198,,
707,-11.233,-11.223,,
708,-11.257,-11.247,,
709,-11.282,-11.272,,
710,-11.307,-11.296,,
711,-11.331,-11.321,,
712,-11.356,-11.346,,
713,-11.381,-11.37,,
714,-11.406,-11.395,,
715,-11.43,-11.42,,
716,-11.455,-11.445,,
717,-11.48,-11.469,,
718,-11.505,-11.494,,
719,-11.53,-11.519,,
720,-11.555,-11.544,,
721,-11.58,-11.569,,
722,-11.605,-11.594,,
723,-11.63,-11.619,,
724,-11.655,-11.644,,
725,-11.68,-11.669,,
726,-11.705,-11.694,,
727,-11.73,-11.719,,
728,-11.755,-11.744,,
729,-11.781,-11.769,,
730,-11.806,-11.795,,
731,-11.831,-11.82,,
732,-11.857,-11.845,,
733,-11.882,-11.87,,
734,-11.907,-11.896,,
735,-11.933,-11.921,,
736,-11.958,-11.947,,
737,-11.984,-11.972,,
738,-12.009,-11.997,,
739,-12.035,-12.023,,
740,-12.06,-12.048,,
741,-12.086,-12.074,,
742,-12.111,-12.1,,
743,-12.137,-12.125,,
744,-12.163,-12.151,,
745,-12.188,-12.176,,
746,-12.214,-12.202,,
747,-12.24,-12.228,,
748,-12.266,-12.254,,
749,-12.292,-12.279,,
750,-12.317,-12.305,,
751,-12.343,-12.331,,
752,-12.369,-12.357,,
753,-12.395,-12.383,,
754,-12.421,-12.409,,
755,-12.447,-12.435,,
756,-12.473,-12.461,,
757,-12.499,-12.487,,
758,-12.525,-12.513,,
759,-12.552,-12.539,,
760,-12.578,-12.565,,
761,-12.604,-12.591,,
762,-12.63,-12.617,,
763,-12.656,-12.643,,
764,-12.683,-12.67,,
765,-12.709,-12.696,,
766,-12.735,-12.722,,
767,-12.762,-12.749,,
768,-12.788,-12.775,,
769,-12.815,-12.801,,
770,-12.841,-12.828,,
771,-12.868,-12.854,,
772,-12.894,-12.881,,
773,-12.921,-12.907,,
774,-12.947,-12.934,,
775,-12.974,-12.96,,
776,-13.001,-12.987,,
777,-13.027,-13.014,,
778,-13.054,-13.04,,
779,-13.081,-13.067,,
780,-13.107,-13.094,,
781,-13.134,-13.12,,
782,-13.161,-13.147,,
783,-13.188,-13.174,,
784,-13.215,-13.201,,
785,-13.242,-13.228,,
786,-13.269,-13.255,,
787,-13.296,-13.282,,
788,-13.323,-13.309,,
789,-13.35,-13.336,,
790,-13.377,-13.363,,
791,-13.404,-13.39,,
792,-13.431,-13.417,,
793,-13.458,-13.444,,
794,-13.486,-13.471,,
795,-13.513,-13.498,,
796,-13.54,-13.525,,
797,-13.567,-13.553,,
798,-13.595,-13.58,,
799,-13.622,-13.607,,
800,-13.649,-13.634,,
801,-13.677,-13.662,,
802,-13.704,-13.689,,
803,-13.732,-13.717,,
804,-13.759,-13.744,,
805,-13.787,-13.772,,
806,-13.814,-13.799,,
807,-13.842,-13.827,,
808,-13.87,-13.854,,
809,-13.897,-13.882,,
810,-13.925,-13.909,,
811,-13.953,-13.937,,
812,-13.98,-13.965,,
813,-14.008,-13.993,,
814,-14.036,-14.02,,
815,-14.064,-14.048,,
816,-14.092,-14.076,,
817,-14.12,-14.104,,
818,-14.148,-14.132,,
819,-14.176,-14.16,,
820,-14.204,-14.188,,
821,-14.232,-14.216,,
822,-14.26,-14.244,,
823,-14.288,-14.272,,
824,-14.316,-14.3,,
825,-14.344,-14.328,,
826,-14.372,-14.356,,
827,-14.401,-14.384,,
828,-14.429,-14.412,,
829,-14.457,-14.44,,
830,-14.485,-14.469,,
831,-14.514,-14.497,,
832,-14.542,-14.525,,
833,-14.57,-14.554,,
834,-14.599,-14.582,,
835,-14.627,-14.61,,
836,-14.656,-14.639,,
837,-14.684,-14.667,,
838,-14.713,-14.696,,
839,-14.741,-14.724,,
840,-14.77,-14.753,,
841,-14.799,-14.781,,
842,-14.827,-14.81,,
843,-14.856,-14.839,,
844,-14.885,-14.867,,
845,-14.914,-14.896,,
846,-14.942,-14.925,,
847,-14.971,-14.953,,
848,-15.0,-14.982,,
849,-15.029,-15.011,,
850,-15.058,-15.04,,
851,-15.087,-15.069,,
852,-15.116,-15.098,,
853,-15.145,-15.127,,
854,-15.174,-15.156,,
855,-15.203,-15.185,,
856,-15.232,-15.214,,
857,-15.261,-15.243,,
858,-15.29,-15.272,,
859,-15.32,-15.301,,
860,-15.349,-15.33,,
861,-15.378,-15.359,,
862,-15.407,-15.389,,
863,-15.437,-15.418,,
864,-15.466,-15.447,,
865,-15.495,-15.477,,
866,-15.525,-15.506,,
867,-15.554,-15.535,,
868,-15.584,-15.565,,
869,-15.613,-15.594,,
870,-15.643,-15.624,,
871,-15.672,-15.653,,
872,-15.702,-15.683,,
873,-15.732,-15.712,,
874,-15.761,-15.742,,
875,-15.791,-15.771,,
876,-15.821,-15.801,,
877,-15.85,-15.831,,
878,-15.88,-15.86,,
879,-15.91,-15.89,,
880,-15.94,-15.92,,
881,-15.97,-15.95,,
882,-16.0,-15.98,,
883,-16.03,-16.009,,
884,-16.06,-16.039,,
885,-16.09,-16.069,,
886,-16.12,-16.099,,
887,-16.15,-16.129,,
888,-16.18,-16.159,,
889,-16.21,-16.189,,
890,-16.24,-16.219,,
891,-16.27,-16.25,,
892,-16.3,-16.28,,
893,-16.331,-16.31,,
894,-16.361,-16.34,,
895,-16.391,-16.37,,
896,-16.422,-16.401,,
897,-16.452,-16.431,,
898,-16.482,-16.461,,
899,-16.513,-16.492,,
900,-16.543,-16.522,,
901,-16.574,-16.552,,
902,-16.604,-16.583,,
903,-16.635,-16.613,,
904,-16.665,-16.644,,
905,-16.696,-16.674,,
906,-16.727,-16.705,,
907,-16.757,-16.736,,
908,-16.788,-16.766,,
909,-16.819,-16.797,,
910,-16.85,-16.828,,
911,-16.88,-16.858,,
912,-16.911,-16.889,,
913,-16.942,-16.92,,
914,-16.973,-16.951,,
915,-17.004,-16.981,,
916,-17.035,-17.012,,
917,-17.066,-17.043,,
918,-17.097,-17.074,,
919,-17.128,-17.105,,
920,-17.159,-17.136,,
921,-17.19,-17.167,,
922,-17.221,-17.198,,
923,-17.253,-17.229,,
924,-17.284,-17.261,,
925,-17.315,-17.292,,
926,-17.346,-17.323,,
927,-17.378,-17.354,,
928,-17.409,-17.385,,
929,-17.44,-17.417,,
930,-17.472,-17.448,,
931,-17.503,-17.479,,
932,-17.534,-17.511,,
933,-17.566,-17.542,,
934,-17.597,-17.573,,
935,-17.629,-17.605,,
936,-17.661,-17.636,,
937,-17.692,-17.668,,
938,-17.724,-17.7,,
939,-17.755,-17.731,,
940,-17.787,-17.763,,
941,-17.819,-17.794,,
942,-17.851,-17.826,,
943,-17.882,-17.858,,
944,-17.914,-17.89,,
945,-17.946,-17.921,,
946,-17.978,-17.953,,
947,-18.01,-17.985,,
948,-18.042,-18.017,,
949,-18.074,-18.049,,
950,-18.106,-18.081,,
951,-18.138,-18.113,,
952,-18.17,-18.145,,
953,-18.202,-18.177,,
954,-18.234,-18.209,,
955,-18.266,-18.241,,
956,-18.299,-18.273,,
957,-18.331,-18.305,,
958,-18.363,-18.337,,
959,-18.395,-18.369,,
960,-18.428,-18.402,,
961,-18.46,-18.434,,
962,-18.492,-18.466,,
963,-18.525,-18.498,,
964,-18.557,-18.531,,
965,-18.59,-18.563,,
966,-18.622,-18.596,,
967,-18.655,-18.628,,
968,-18.687,-18.661,,
969,-18.72,-18.693,,
970,-18.753,-18.726,,
971,-18.785,-18.758,,
972,-18.818,-18.791,,
973,-18.851,-18.824,,
974,-18.883,-18.856,,
975,-18.916,-18.889,,
976,-18.949,-18.922,,
977,-18.982,-18.954,,
978,-19.015,-18.987,,
979,-19.048,-19.02,,
980,-19.081,-19.053,,
981,-19.114,-19.086,,
982,-19.147,-19.119,,
983,-19.18,-19.152,,
984,-19.213,-19.185,,
985,-19.246,-19.218,,
986,-19.279,-19.251,,
987,-19.312,-19.284,,
988,-19.345,-19.317,,
989,-19.378,-19.35,,
990,-19.412,-19.383,,
