score,log2_sf_pred,log2_sf_real,metakey,metaval
74,-1.21,-1.21,,
75,-1.213,-1.213,,
76,-1.216,-1.216,,
77,-1.219,-1.219,,
78,-1.222,-1.222,,
79,-1.225,-1.225,,
80,-1.228,-1.228,,
81,-1.231,-1.231,,
82,-1.234,-1.234,,
83,-1.237,-1.237,,
84,-1.24,-1.24,,
85,-1.243,-1.243,,
86,-1.246,-1.246,,
87,-1.249,-1.25,,
88,-1.253,-1.253,,
89,-1.256,-1.256,,
90,-1.259,-1.259,,
91,-1.262,-1.262,,
92,-1.265,-1.265,,
93,-1.268,-1.268,,
94,-1.271,-1.271,,
95,-1.274,-1.274,,
96,-1.277,-1.278,,
97,-1.281,-1.281,,
98,-1.284,-1.284,,
99,-1.287,-1.287,,
100,-1.29,-1.29,,
101,-1.293,-1.293,,
102,-1.296,-1.296,,
103,-1.3,-1.3,,
104,-1.303,-1.303,,
105,-1.306,-1.306,,
106,-1.309,-1.309,,
107,-1.312,-1.312,,
108,-1.315,-1.316,,
109,-1.319,-1.319,,
110,-1.322,-1.322,,
111,-1.325,-1.325,,
112,-1.328,-1.328,,
113,-1.332,-1.332,,
114,-1.335,-1.335,,
115,-1.338,-1.338,,
116,-1.341,-1.341,,
117,-1.344,-1.345,,
118,-1.348,-1.348,,
119,-1.351,-1.351,,
120,-1.354,-1.354,,
121,-1.358,-1.358,,
122,-1.361,-1.361,,
123,-1.364,-1.364,,
124,-1.367,-1.367,,
125,-1.371,-1.371,,
126,-1.374,-1.374,,
127,-1.377,-1.377,,
128,-1.381,-1.381,,
129,-1.384,-1.384,,
130,-1.387,-1.387,,
131,-1.39,-1.391,,
132,-1.394,-1.394,,
133,-1.397,-1.397,,
134,-1.4,-1.401,,
135,-1.404,-1.404,,
136,-1.407,-1.407,,
137,-1.41,-1.411,,
138,-1.414,-1.414,,
139,-1.417,-1.417,,
140,-1.421,-1.421,,
141,-1.424,-1.424,,
142,-1.427,-1.427,,
143,-1.431,-1.431,,
144,-1.434,-1.434,,
145,-1.437,-1.438,,
146,-1.441,-1.441,,
147,-1.444,-1.444,,
148,-1.448,-1.448,,
149,-1.451,-1.451,,
150,-1.454,-1.455,,
151,-1.458,-1.458,,
152,-1.461,-1.461,,
153,-1.465,-1.465,,
154,-1.468,-1.468,,
155,-1.472,-1.472,,
156,-1.475,-1.475,,
157,-1.479,-1.479,,
158,-1.482,-1.482,,
159,-1.486,-1.486,,
160,-1.489,-1.489,,
161,-1.492,-1.493,,
162,-1.496,-1.496,,
163,-1.499,-1.5,,
164,-1.503,-1.503,,
165,-1.506,-1.507,,
166,-1.51,-1.51,,
167,-1.513,-1.514,,
168,-1.517,-1.517,,
169,-1.52,-1.521,,
170,-1.524,-1.524,,
171,-1.528,-1.528,,
172,-1.531,-1.531,,
173,-1.535,-1.535,,
174,-1.538,-1.538,,
175,-1.542,-1.542,,
176,-1.545,-1.545,,
177,-1.549,-1.549,,
178,-1.552,-1.553,,
179,-1.556,-1.556,,
180,-1.56,-1.56,,
181,-1.563,-1.563,,
182,-1.567,-1.567,,
183,-1.57,-1.57,,
184,-1.574,-1.574,,
185,-1.578,-1.578,,
186,-1.581,-1.581,,
187,-1.585,-1.585,,
188,-1.588,-1.589,,
189,-1.592,-1.592,,
190,-1.596,-1.596,,
191,-1.599,-1.599,,
192,-1.603,-1.603,,
193,-1.607,-1.607,,
194,-1.61,-1.61,,
195,-1.614,-1.614,,
196,-1.618,-1.618,,
197,-1.621,-1.621,,
198,-1.625,-1.625,,
199,-1.629,-1.629,,
200,-1.632,-1.633,,
201,-1.636,-1.636,,
202,-1.64,-1.64,,
203,-1.644,-1.644,,
204,-1.647,-1.647,,
205,-1.651,-1.651,,
206,-1.655,-1.655,,
207,-1.658,-1.659,,
208,-1.662,-1.662,,
209,-1.666,-1.666,,
210,-1.67,-1.67,,
211,-1.673,-1.673,,
212,-1.677,-1.677,,
213,-1.681,-1.681,,
214,-1.685,-1.685,,
215,-1.688,-1.689,,
216,-1.692,-1.692,,
217,-1.696,-1.696,,
218,-1.7,-1.7,,
219,-1.704,-1.704,,
220,-1.707,-1.708,,
221,-1.711,-1.711,,
222,-1.715,-1.715,,
223,-1.719,-1.719,,
224,-1.723,-1.723,,
225,-1.727,-1.727,,
226,-1.73,-1.73,,
227,-1.734,-1.734,,
228,-1.738,-1.738,,
229,-1.742,-1.742,,
230,-1.746,-1.746,,
231,-1.75,-1.75,,
232,-1.754,-1.754,,
233,-1.757,-1.758,,
234,-1.761,-1.761,,
235,-1.765,-1.765,,
236,-1.769,-1.769,,
237,-1.773,-1.773,,
238,-1.777,-1.777,,
239,-1.781,-1.781,,
240,-1.785,-1.785,,
241,-1.789,-1.789,,
242,-1.793,-1.793,,
243,-1.796,-1.797,,
244,-1.8,-1.801,,
245,-1.804,-1.804,,
246,-1.808,-1.808,,
247,-1.812,-1.812,,
248,-1.816,-1.816,,
249,-1.82,-1.82,,
250,-1.824,-1.824,,
251,-1.828,-1.828,,
252,-1.832,-1.832,,
253,-1.836,-1.836,,
254,-1.84,-1.84,,
255,-1.844,-1.844,,
256,-1.848,-1.848,,
257,-1.852,-1.852,,
258,-1.856,-1.856,,
259,-1.86,-1.86,,
260,-1.864,-1.864,,
261,-1.868,-1.868,,
262,-1.872,-1.872,,
263,-1.876,-1.876,,
264,-1.88,-1.881,,
265,-1.884,-1.885,,
266,-1.889,-1.889,,
267,-1.893,-1.893,,
268,-1.897,-1.897,,
269,-1.901,-1.901,,
270,-1.905,-1.905,,
271,-1.909,-1.909,,
272,-1.913,-1.913,,
273,-1.917,-1.917,,
274,-1.921,-1.921,,
275,-1.925,-1.925,,
276,-1.93,-1.93,,
277,-1.934,-1.934,,
278,-1.938,-1.938,,
279,-1.942,-1.942,,
280,-1.946,-1.946,,
281,-1.95,-1.95,,
282,-1.954,-1.954,,
283,-1.959,-1.959,,
284,-1.963,-1.963,,
285,-1.967,-1.967,,
286,-1.971,-1.971,,
287,-1.975,-1.975,,
288,-1.979,-1.98,,
289,-1.984,-1.984,,
290,-1.988,-1.988,,
291,-1.992,-1.992,,
292,-1.996,-1.996,,
293,-2.0,-2.001,,
294,-2.005,-2.005,,
295,-2.009,-2.009,,
296,-2.013,-2.013,,
297,-2.017,-2.017,,
298,-2.022,-2.022,,
299,-2.026,-2.026,,
300,-2.03,-2.03,,
301,-2.034,-2.035,,
302,-2.039,-2.039,,
303,-2.043,-2.043,,
304,-2.047,-2.047,,
305,-2.052,-2.052,,
306,-2.056,-2.056,,
307,-2.06,-2.06,,
308,-2.064,-2.065,,
309,-2.069,-2.069,,
310,-2.073,-2.073,,
311,-2.077,-2.078,,
312,-2.082,-2.082,,
313,-2.086,-2.086,,
314,-2.09,-2.091,,
315,-2.095,-2.095,,
316,-2.099,-2.099,,
317,-2.104,-2.104,,
318,-2.108,-2.108,,
319,-2.112,-2.112,,
320,-2.117,-2.117,,
321,-2.121,-2.121,,
322,-2.125,-2.125,,
323,-2.13,-2.13,,
324,-2.134,-2.134,,
325,-2.139,-2.139,,
326,-2.143,-2.143,,
327,-2.147,-2.148,,
328,-2.152,-2.152,,
329,-2.156,-2.156,,
330,-2.161,-2.161,,
331,-2.165,-2.165,,
332,-2.17,-2.17,,
333,-2.174,-2.174,,
334,-2.179,-2.179,,
335,-2.183,-2.183,,
336,-2.187,-2.188,,
337,-2.192,-2.192,,
338,-2.196,-2.197,,
339,-2.201,-2.201,,
340,-2.205,-2.206,,
341,-2.21,-2.21,,
342,-2.214,-2.215,,
343,-2.219,-2.219,,
344,-2.223,-2.224,,
345,-2.228,-2.228,,
346,-2.233,-2.233,,
347,-2.237,-2.237,,
348,-2.242,-2.242,,
349,-2.246,-2.246,,
350,-2.251,-2.251,,
351,-2.255,-2.255,,
352,-2.26,-2.26,,
353,-2.264,-2.264,,
354,-2.269,-2.269,,
355,-2.274,-2.274,,
356,-2.278,-2.278,,
357,-2.283,-2.283,,
358,-2.287,-2.287,,
359,-2.292,-2.292,,
360,-2.297,-2.297,,
361,-2.301,-2.301,,
362,-2.306,-2.306,,
363,-2.31,-2.311,,
364,-2.315,-2.315,,
365,-2.32,-2.32,,
366,-2.324,-2.324,,
367,-2.329,-2.329,,
368,-2.334,-2.334,,
369,-2.338,-2.338,,
370,-2.343,-2.343,,
371,-2.348,-2.348,,
372,-2.352,-2.352,,
373,-2.357,-2.357,,
374,-2.362,-2.362,,
375,-2.367,-2.367,,
376,-2.371,-2.371,,
377,-2.376,-2.376,,
378,-2.381,-2.381,,
379,-2.385,-2.385,,
380,-2.39,-2.39,,
381,-2.395,-2.395,,
382,-2.4,-2.4,,
383,-2.404,-2.404,,
384,-2.409,-2.409,,
385,-2.414,-2.414,,
386,-2.419,-2.419,,
387,-2.423,-2.424,,
388,-2.428,-2.428,,
389,-2.433,-2.433,,
390,-2.438,-2.438,,
391,-2.443,-2.443,,
392,-2.447,-2.447,,
393,-2.452,-2.452,,
394,-2.457,-2.457,,
395,-2.462,-2.462,,
396,-2.467,-2.467,,
397,-2.472,-2.472,,
398,-2.476,-2.476,,
399,-2.481,-2.481,,
400,-2.486,-2.486,,
401,-2.491,-2.491,,
402,-2.496,-2.496,,
403,-2.501,-2.501,,
404,-2.506,-2.506,,
405,-2.51,-2.511,,
406,-2.515,-2.515,,
407,-2.52,-2.52,,
408,-2.525,-2.525,,
409,-2.53,-2.53,,
410,-2.535,-2.535,,
411,-2.54,-2.54,,
412,-2.545,-2.545,,
413,-2.55,-2.55,,
414,-2.555,-2.555,,
415,-2.56,-2.56,,
416,-2.565,-2.565,,
417,-2.57,-2.57,,
418,-2.575,-2.575,,
419,-2.58,-2.58,,
420,-2.585,-2.585,,
421,-2.589,-2.59,,
422,-2.594,-2.594,,
423,-2.599,-2.599,,
424,-2.604,-2.604,,
425,-2.609,-2.609,,
426,-2.614,-2.615,,
427,-2.62,-2.62,,
428,-2.625,-2.625,,
429,-2.63,-2.63,,
430,-2.635,-2.635,,
431,-2.64,-2.64,,
432,-2.645,-2.645,,
433,-2.65,-2.65,,
434,-2.655,-2.655,,
435,-2.66,-2.66,,
436,-2.665,-2.665,,
437,-2.67,-2.67,,
438,-2.675,-2.675,,
439,-2.68,-2.68,,
440,-2.685,-2.685,,
441,-2.69,-2.69,,
442,-2.696,-2.696,,
443,-2.701,-2.701,,
444,-2.706,-2.706,,
445,-2.711,-2.711,,
446,-2.716,-2.716,,
447,-2.721,-2.721,,
448,-2.726,-2.726,,
449,-2.731,-2.731,,
450,-2.737,-2.737,,
451,-2.742,-2.742,,
452,-2.747,-2.747,,
453,-2.752,-2.752,,
454,-2.757,-2.757,,
455,-2.763,-2.763,,
456,-2.768,-2.768,,
457,-2.773,-2.773,,
458,-2.778,-2.778,,
459,-2.783,-2.783,,
460,-2.789,-2.789,,
461,-2.794,-2.794,,
462,-2.799,-2.799,,
463,-2.804,-2.804,,
464,-2.81,-2.81,,
465,-2.815,-2.815,,
466,-2.82,-2.82,,
467,-2.825,-2.825,,
468,-2.831,-2.831,,
469,-2.836,-2.836,,
470,-2.841,-2.841,,
471,-2.846,-2.846,,
472,-2.852,-2.852,,
473,-2.857,-2.857,,
474,-2.862,-2.862,,
475,-2.868,-2.868,,
476,-2.873,-2.873,,
477,-2.878,-2.878,,
478,-2.884,-2.884,,
479,-2.889,-2.889,,
480,-2.894,-2.894,,
481,-2.9,-2.9,,
482,-2.905,-2.905,,
483,-2.91,-2.91,,
484,-2.916,-2.916,,
485,-2.921,-2.921,,
486,-2.927,-2.927,,
487,-2.932,-2.932,,
488,-2.937,-2.937,,
489,-2.943,-2.943,,
490,-2.948,-2.948,,
491,-2.954,-2.954,,
492,-2.959,-2.959,,
493,-2.964,-2.964,,
494,-2.97,-2.97,,
495,-2.975,-2.975,,
496,-2.981,-2.981,,
497,-2.986,-2.986,,
498,-2.992,-2.992,,
499,-2.997,-2.997,,
500,-3.003,-3.003,,
501,-3.008,-3.008,,
502,-3.014,-3.013,,
503,-3.019,-3.019,,
504,-3.025,-3.024,,
505,-3.03,-3.03,,
506,-3.036,-3.035,,
507,-3.041,-3.041,,
508,-3.047,-3.047,,
509,-3.052,-3.052,,
510,-3.058,-3.058,,
511,-3.063,-3.063,,
512,-3.069,-3.069,,
513,-3.074,-3.074,,
514,-3.08,-3.08,,
515,-3.085,-3.085,,
516,-3.091,-3.091,,
517,-3.097,-3.096,,
518,-3.102,-3.102,,
519,-3.108,-3.108,,
520,-3.113,-3.113,,
521,-3.119,-3.119,,
522,-3.125,-3.124,,
523,-3.13,-3.13,,
524,-3.136,-3.136,,
525,-3.141,-3.141,,
526,-3.147,-3.147,,
527,-3.153,-3.153,,
528,-3.158,-3.158,,
529,-3.164,-3.164,,
530,-3.17,-3.17,,
531,-3.175,-3.175,,
532,-3.181,-3.181,,
533,-3.187,-3.187,,
534,-3.192,-3.192,,
535,-3.198,-3.198,,
536,-3.204,-3.204,,
537,-3.209,-3.209,,
538,-3.215,-3.215,,
539,-3.221,-3.221,,
540,-3.227,-3.226,,
541,-3.232,-3.232,,
542,-3.238,-3.238,,
543,-3.244,-3.244,,
544,-3.25,-3.249,,
545,-3.255,-3.255,,
546,-3.261,-3.261,,
547,-3.267,-3.267,,
548,-3.273,-3.272,,
549,-3.278,-3.278,,
550,-3.284,-3.284,,
551,-3.29,-3.29,,
552,-3.296,-3.296,,
553,-3.302,-3.301,,
554,-3.307,-3.307,,
555,-3.313,-3.313,,
556,-3.319,-3.319,,
557,-3.325,-3.325,,
558,-3.331,-3.331,,
559,-3.337,-3.336,,
560,-3.342,-3.342,,
561,-3.348,-3.348,,
562,-3.354,-3.354,,
563,-3.36,-3.36,,
564,-3.366,-3.366,,
565,-3.372,-3.372,,
566,-3.378,-3.377,,
567,-3.384,-3.383,,
568,-3.389,-3.389,,
569,-3.395,-3.395,,
570,-3.401,-3.401,,
571,-3.407,-3.407,,
572,-3.413,-3.413,,
573,-3.419,-3.419,,
574,-3.425,-3.425,,
575,-3.431,-3.431,,
576,-3.437,-3.437,,
577,-3.443,-3.443,,
578,-3.449,-3.449,,
579,-3.455,-3.455,,
580,-3.461,-3.461,,
581,-3.467,-3.467,,
582,-3.473,-3.473,,
583,-3.479,-3.479,,
584,-3.485,-3.485,,
585,-3.491,-3.491,,
586,-3.497,-3.497,,
587,-3.503,-3.503,,
588,-3.509,-3.509,,
589,-3.515,-3.515,,
590,-3.521,-3.521,,
591,-3.527,-3.527,,
592,-3.533,-3.533,,
593,-3.539,-3.539,,
594,-3.545,-3.545,,
595,-3.551,-3.551,,
596,-3.557,-3.557,,
597,-3.563,-3.563,,
598,-3.569,-3.569,,
599,-3.576,-3.575,,
600,-3.582,-3.581,,
601,-3.588,-3.588,,
602,-3.594,-3.594,,
603,-3.6,-3.6,,
604,-3.606,-3.606,,
605,-3.612,-3.612,,
606,-3.618,-3.618,,
607,-3.625,-3.624,,
608,-3.631,-3.63,,
609,-3.637,-3.637,,
610,-3.643,-3.643,,
611,-3.649,-3.649,,
612,-3.655,-3.655,,
613,-3.662,-3.661,,
614,-3.668,-3.668,,
615,-3.674,-3.674,,
616,-3.68,-3.68,,
617,-3.686,-3.686,,
618,-3.693,-3.692,,
619,-3.699,-3.699,,
620,-3.705,-3.705,,
621,-3.711,-3.711,,
622,-3.718,-3.717,,
623,-3.724,-3.724,,
624,-3.73,-3.73,,
625,-3.736,-3.736,,
626,-3.743,-3.742,,
627,-3.749,-3.749,,
628,-3.755,-3.755,,
629,-3.761,-3.761,,
630,-3.768,-3.768,,
631,-3.774,-3.774,,
632,-3.78,-3.78,,
633,-3.787,-3.786,,
634,-3.793,-3.793,,
635,-3.799,-3.799,,
636,-3.806,-3.805,,
637,-3.812,-3.812,,
638,-3.818,-3.818,,
639,-3.825,-3.824,,
640,-3.831,-3.831,,
641,-3.837,-3.837,,
642,-3.844,-3.844,,
643,-3.85,-3.85,,
644,-3.857,-3.856,,
645,-3.863,-3.863,,
646,-3.869,-3.869,,
647,-3.876,-3.876,,
648,-3.882,-3.882,,
649,-3.889,-3.888,,
650,-3.895,-3.895,,
651,-3.902,-3.901,,
652,-3.908,-3.908,,
653,-3.914,-3.914,,
654,-3.921,-3.921,,
655,-3.927,-3.927,,
656,-3.934,-3.934,,
657,-3.94,-3.94,,
658,-3.947,-3.946,,
659,-3.953,-3.953,,
660,-3.96,-3.959,,
661,-3.966,-3.966,,
662,-3.973,-3.972,,
663,-3.979,-3.979,,
664,-3.986,-3.985,,
665,-3.992,-3.992,,
666,-3.999,-3.999,,
667,-4.005,-4.005,,
668,-4.012,-4.012,,
669,-4.019,-4.018,,
670,-4.025,-4.025,,
671,-4.032,-4.031,,
672,-4.038,-4.038,,
673,-4.045,-4.044,,
674,-4.051,-4.051,,
675,-4.058,-4.058,,
676,-4.065,-4.064,,
677,-4.071,-4.071,,
678,-4.078,-4.077,,
679,-4.084,-4.084,,
680,-4.091,-4.091,,
681,-4.098,-4.097,,
682,-4.104,-4.104,,
683,-4.111,-4.111,,
684,-4.118,-4.117,,
685,-4.124,-4.124,,
686,-4.131,-4.131,,
687,-4.138,-4.137,,
688,-4.144,-4.144,,
689,-4.151,-4.151,,
690,-4.158,-4.157,,
691,-4.164,-4.164,,
692,-4.171,-4.171,,
693,-4.178,-4.177,,
694,-4.184,-4.184,,
695,-4.191,-4.191,,
696,-4.198,-4.197,,
697,-4.205,-4.204,,
698,-4.211,-4.211,,
699,-4.218,-4.218,,
700,-4.225,-4.224,,
701,-4.232,-4.231,,
702,-4.238,-4.238,,
703,-4.245,-4.245,,
704,-4.252,-4.252,,
705,-4.259,-4.258,,
706,-4.266,-4.265,,
707,-4.272,-4.272,,
708,-4.279,-4.279,,
709,-4.286,-4.286,,
710,-4.293,-4.292,,
711,-4.3,-4.299,,
712,-4.306,-4.306,,
713,-4.313,-4.313,,
714,-4.32,-4.32,,
715,-4.327,-4.327,,
716,-4.334,-4.333,,
717,-4.341,-4.34,,
718,-4.348,-4.347,,
719,-4.354,-4.354,,
720,-4.361,-4.361,,
721,-4.368,-4.368,,
722,-4.375,-4.375,,
723,-4.382,-4.382,,
724,-4.389,-4.389,,
725,-4.396,-4.395,,
726,-4.403,-4.402,,
727,-4.41,-4.409,,
728,-4.417,-4.416,,
729,-4.424,-4.423,,
730,-4.431,-4.43,,
731,-4.438,-4.437,,
732,-4.445,-4.444,,
733,-4.452,-4.451,,
734,-4.459,-4.458,,
735,-4.465,-4.465,,
736,-4.472,-4.472,,
737,-4.479,-4.479,,
738,-4.486,-4.486,,
739,-4.494,-4.493,,
740,-4.501,-4.5,,
741,-4.508,-4.507,,
742,-4.515,-4.514,,
743,-4.522,-4.521,,
744,-4.529,-4.528,,
745,-4.536,-4.535,,
746,-4.543,-4.542,,
747,-4.55,-4.549,,
748,-4.557,-4.556,,
749,-4.564,-4.563,,
750,-4.571,-4.571,,
751,-4.578,-4.578,,
752,-4.585,-4.585,,
753,-4.592,-4.592,,
754,-4.599,-4.599,,
755,-4.607,-4.606,,
756,-4.614,-4.613,,
757,-4.621,-4.62,,
758,-4.628,-4.627,,
759,-4.635,-4.635,,
760,-4.642,-4.642,,
761,-4.649,-4.649,,
762,-4.657,-4.656,,
763,-4.664,-4.663,,
764,-4.671,-4.67,,
765,-4.678,-4.678,,
766,-4.685,-4.685,,
767,-4.693,-4.692,,
768,-4.7,-4.699,,
769,-4.707,-4.706,,
770,-4.714,-4.714,,
771,-4.721,-4.721,,
772,-4.729,-4.728,,
773,-4.736,-4.735,,
774,-4.743,-4.743,,
775,-4.75,-4.75,,
776,-4.758,-4.757,,
777,-4.765,-4.764,,
778,-4.772,-4.772,,
779,-4.779,-4.779,,
780,-4.787,-4.786,,
781,-4.794,-4.793,,
782,-4.801,-4.801,,
783,-4.809,-4.808,,
784,-4.816,-4.815,,
785,-4.823,-4.823,,
786,-4.831,-4.83,,
787,-4.838,-4.837,,
788,-4.845,-4.845,,
789,-4.853,-4.852,,
790,-4.86,-4.859,,
791,-4.867,-4.867,,
792,-4.875,-4.874,,
793,-4.882,-4.881,,
794,-4.889,-4.889,,
795,-4.897,-4.896,,
796,-4.904,-4.904,,
797,-4.912,-4.911,,
798,-4.919,-4.918,,
799,-4.926,-4.926,,
800,-4.934,-4.933,,
801,-4.941,-4.941,,
802,-4.949,-4.948,,
803,-4.956,-4.956,,
804,-4.964,-4.963,,
805,-4.971,-4.97,,
806,-4.979,-4.978,,
807,-4.986,-4.985,,
808,-4.993,-4.993,,
809,-5.001,-5.0,,
810,-5.008,-5.008,,
811,-5.016,-5.015,,
812,-5.023,-5.023,,
813,-5.031,-5.03,,
814,-5.038,-5.038,,
815,-5.046,-5.045,,
816,-5.054,-5.053,,
817,-5.061,-5.06,,
818,-5.069,-5.068,,
819,-5.076,-5.075,,
820,-5.084,-5.083,,
821,-5.091,-5.091,,
822,-5.099,-5.098,,
823,-5.106,-5.106,,
824,-5.114,-5.113,,
825,-5.122,-5.121,,
826,-5.129,-5.128,,
827,-5.137,-5.136,,
828,-5.144,-5.144,,
829,-5.152,-5.151,,
830,-5.16,-5.159,,
831,-5.167,-5.166,,
832,-5.175,-5.174,,
833,-5.183,-5.182,,
834,-5.19,-5.189,,
835,-5.198,-5.197,,
836,-5.205,-5.205,,
837,-5.213,-5.212,,
838,-5.221,-5.22,,
839,-5.229,-5.228,,
840,-5.236,-5.235,,
841,-5.244,-5.243,,
842,-5.252,-5.251,,
843,-5.259,-5.258,,
844,-5.267,-5.266,,
845,-5.275,-5.274,,
846,-5.282,-5.282,,
847,-5.29,-5.289,,
848,-5.298,-5.297,,
849,-5.306,-5.305,,
850,-5.313,-5.313,,
851,-5.321,-5.32,,
852,-5.329,-5.328,,
853,-5.337,-5.336,,
854,-5.345,-5.344,,
855,-5.352,-5.351,,
856,-5.36,-5.359,,
857,-5.368,-5.367,,
858,-5.376,-5.375,,
859,-5.384,-5.383,,
860,-5.391,-5.391,,
861,-5.399,-5.398,,
862,-5.407,-5.406,,
863,-5.415,-5.414,,
864,-5.423,-5.422,,
865,-5.431,-5.43,,
866,-5.438,-5.438,,
867,-5.446,-5.445,,
868,-5.454,-5.453,,
869,-5.462,-5.461,,
870,-5.47,-5.469,,
871,-5.478,-5.477,,
872,-5.486,-5.485,,
873,-5.494,-5.493,,
874,-5.502,-5.501,,
875,-5.51,-5.509,,
876,-5.517,-5.517,,
877,-5.525,-5.524,,
878,-5.533,-5.532,,
879,-5.541,-5.54,,
880,-5.549,-5.548,,
881,-5.557,-5.556,,
882,-5.565,-5.564,,
883,-5.573,-5.572,,
884,-5.581,-5.58,,
885,-5.589,-5.588,,
886,-5.597,-5.596,,
887,-5.605,-5.604,,
888,-5.613,-5.612,,
889,-5.621,-5.62,,
890,-5.629,-5.628,,
891,-5.637,-5.636,,
892,-5.645,-5.644,,
893,-5.653,-5.652,,
894,-5.661,-5.66,,
895,-5.669,-5.668,,
896,-5.678,-5.677,,
897,-5.686,-5.685,,
898,-5.694,-5.693,,
899,-5.702,-5.701,,
900,-5.71,-5.709,,
901,-5.718,-5.717,,
902,-5.726,-5.725,,
903,-5.734,-5.733,,
904,-5.742,-5.741,,
905,-5.75,-5.749,,
906,-5.759,-5.758,,
907,-5.767,-5.766,,
908,-5.775,-5.774,,
909,-5.783,-5.782,,
910,-5.791,-5.79,,
911,-5.799,-5.798,,
912,-5.808,-5.807,,
913,-5.816,-5.815,,
914,-5.824,-5.823,,
915,-5.832,-5.831,,
916,-5.84,-5.839,,
917,-5.849,-5.847,,
918,-5.857,-5.856,,
919,-5.865,-5.864,,
920,-5.873,-5.872,,
921,-5.881,-5.88,,
922,-5.89,-5.889,,
923,-5.898,-5.897,,
924,-5.906,-5.905,,
925,-5.915,-5.913,,
926,-5.923,-5.922,,
927,-5.931,-5.93,,
928,-5.939,-5.938,,
929,-5.948,-5.947,,
930,-5.956,-5.955,,
931,-5.964,-5.963,,
932,-5.973,-5.971,,
933,-5.981,-5.98,,
934,-5.989,-5.988,,
935,-5.998,-5.996,,
936,-6.006,-6.005,,
937,-6.014,-6.013,,
938,-6.023,-6.021,,
939,-6.031,-6.03,,
940,-6.039,-6.038,,
941,-6.048,-6.047,,
942,-6.056,-6.055,,
943,-6.064,-6.063,,
944,-6.073,-6.072,,
945,-6.081,-6.08,,
946,-6.09,-6.088,,
947,-6.098,-6.097,,
948,-6.107,-6.105,,
949,-6.115,-6.114,,
950,-6.123,-6.122,,
951,-6.132,-6.131,,
952,-6.14,-6.139,,
953,-6.149,-6.147,,
954,-6.157,-6.156,,
955,-6.166,-6.164,,
956,-6.174,-6.173,,
957,-6.183,-6.181,,
958,-6.191,-6.19,,
959,-6.2,-6.198,,
960,-6.208,-6.207,,
961,-6.217,-6.215,,
962,-6.225,-6.224,,
963,-6.234,-6.232,,
964,-6.242,-6.241,,
965,-6.251,-6.249,,
966,-6.259,-6.258,,
967,-6.268,-6.267,,
968,-6.276,-6.275,,
969,-6.285,-6.284,,
970,-6.294,-6.292,,
971,-6.302,-6.301,,
972,-6.311,-6.309,,
973,-6.319,-6.318,,
974,-6.328,-6.327,,
975,-6.337,-6.335,,
976,-6.345,-6.344,,
977,-6.354,-6.352,,
978,-6.362,-6.361,,
979,-6.371,-6.37,,
980,-6.38,-6.378,,
981,-6.388,-6.387,,
982,-6.397,-6.396,,
983,-6.406,-6.404,,
984,-6.414,-6.413,,
985,-6.423,-6.422,,
986,-6.432,-6.43,,
987,-6.44,-6.439,,
988,-6.449,-6.448,,
989,-6.458,-6.456,,
990,-6.466,-6.465,,
