score,cdf_pred,cdf_real,metakey,metaval
,,,n,40
,,,N,284
,,,log_samples,15
,,,gh_factor,0.7
,,,cores,4
,,,walltime,2.8403145350002887
,,,cputime,0.29658193099999997
,,,real_avg,31.102270533408554
,,,real_med,29.42617039040595
,,,real_var,402.83293392227336
,,,pred_avg,30.966455521021825
,,,pred_med,30.966455521021825
,,,pred_var,138.60233661702665
60.391,0.994,0.919,,
60.537,0.994,0.92,,
60.72,0.994,0.921,,
60.92,0.995,0.922,,
61.094,0.995,0.923,,
61.29,0.995,0.924,,
61.459,0.995,0.925,,
61.652,0.995,0.926,,
61.796,0.996,0.927,,
62.027,0.996,0.928,,
62.186,0.996,0.929,,
62.368,0.996,0.93,,
62.519,0.996,0.931,,
62.687,0.996,0.932,,
62.836,0.997,0.933,,
63.038,0.997,0.934,,
63.204,0.997,0.935,,
63.413,0.997,0.936,,
63.687,0.997,0.937,,
63.942,0.997,0.938,,
64.144,0.998,0.939,,
64.42,0.998,0.939,,
64.659,0.998,0.94,,
64.836,0.998,0.941,,
65.069,0.998,0.942,,
65.288,0.998,0.943,,
65.491,0.998,0.944,,
65.672,0.998,0.945,,
65.894,0.998,0.946,,
66.131,0.999,0.947,,
66.393,0.999,0.948,,
66.617,0.999,0.949,,
66.794,0.999,0.95,,
67.087,0.999,0.951,,
67.302,0.999,0.952,,
67.575,0.999,0.953,,
67.864,0.999,0.954,,
68.196,0.999,0.955,,
68.486,0.999,0.956,,
68.734,0.999,0.957,,
68.941,0.999,0.958,,
69.187,0.999,0.959,,
69.68,0.999,0.96,,
69.936,1.0,0.961,,
70.217,1.0,0.962,,
70.605,1.0,0.963,,
70.97,1.0,0.964,,
71.393,1.0,0.965,,
71.772,1.0,0.966,,
72.024,1.0,0.967,,
72.404,1.0,0.968,,
72.725,1.0,0.969,,
72.976,1.0,0.97,,
73.438,1.0,0.971,,
73.935,1.0,0.972,,
74.31,1.0,0.973,,
74.873,1.0,0.974,,
75.317,1.0,0.975,,
75.786,1.0,0.976,,
76.421,1.0,0.977,,
76.798,1.0,0.978,,
77.254,1.0,0.979,,
77.828,1.0,0.98,,
78.496,1.0,0.98,,
79.003,1.0,0.981,,
79.49,1.0,0.982,,
80.164,1.0,0.983,,
80.856,1.0,0.984,,
81.548,1.0,0.985,,
82.349,1.0,0.986,,
83.161,1.0,0.987,,
83.888,1.0,0.988,,
85.087,1.0,0.989,,
86.167,1.0,0.99,,
87.376,1.0,0.991,,
88.75,1.0,0.992,,
90.335,1.0,0.993,,
91.951,1.0,0.994,,
94.271,1.0,0.995,,
96.571,1.0,0.996,,
100.404,1.0,0.997,,
103.516,1.0,0.998,,
109.177,1.0,0.999,,
